genome	bac120_taxon	bac120_parent_taxon	bac120_node	bac120_support	bac120_descendants	bac120_target_seeds	bac120_primary_seeds	scg165_taxon	scg165_parent_taxon	scg165_node	scg165_support	scg165_descendants	scg165_target_seeds	scg165_primary_seeds	rank	concordant_taxon	concordant_parent	dual_tree_support	assignment_confidence	decision
AG-457-B14	Ia.3.VII	Pelagibacteraceae	663	0.99	31	29	25	Ia.3.VII	Pelagibacteraceae	690	0.98	4	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.98	topology_high	topology_high
AG-461-E04	IIa.B	Cosmipelagibacteraceae	1020	1	5	5	5	IIa.B	Cosmipelagibacteraceae	1020	1	5	5	5	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-461-L09	Ib.2.I	Pelagibacteraceae	889	0.99	2	2	2	Ib.2.I	Pelagibacteraceae	887	1	2	2	2	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.99	topology_high	topology_high
AG-461-M18	Ib.4.N8	Pelagibacteraceae	972	1	9	7	7	Ib.4.N8	Pelagibacteraceae	972	1	9	7	7	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	1	topology_high	topology_high
AG-470-D02	Ia.3.VII	Pelagibacteraceae	663	0.99	31	29	25	Ia.3.VII	Pelagibacteraceae	690	0.98	4	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.98	topology_high	topology_high
AG-891-A05	Ia.3.V	Pelagibacteraceae	582	0.99	2	2	2	Ia.3.V	Pelagibacteraceae	603	1	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.99	topology_high	topology_high
AG-891-C15	Ia.4.II	Pelagibacteraceae	800	0.95	3	3	3	Ia.4.II	Pelagibacteraceae	797	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.95	topology_high	topology_high
AG-891-E06	Ib.4.I	Pelagibacteraceae	971	0.98	2	2	1	Ib.4.I	Pelagibacteraceae	971	1	2	2	1	Genus_Subclade	Ib.4.I	Pelagibacteraceae	0.98	topology_high	topology_high
AG-891-G02	Ia.3.VI	Pelagibacteraceae	610	1	53	52	52	Ia.3.VI	Pelagibacteraceae	612	0.99	3	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
AG-891-I18	Ia.3.V	Pelagibacteraceae	595	0.96	5	4	4	Ia.3.V	Pelagibacteraceae	588	0.87	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-891-J07	Ia.3.VII	Pelagibacteraceae	663	0.99	31	29	25	Ia.3.VII	Pelagibacteraceae	690	0.98	4	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.98	topology_high	topology_high
AG-891-N03	Ib.1.III	Pelagibacteraceae	906	0.91	4	2	2	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-891-O15	IIa.B	Cosmipelagibacteraceae	998	0.98	3	3	3	IIa.B	Cosmipelagibacteraceae	1002	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.98	topology_high	topology_high
AG-892-A22	Ia.3.V	Pelagibacteraceae	574	1	2	2	2	Ia.3.V	Pelagibacteraceae	598	1	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	1	topology_high	topology_high
AG-892-B11	Ib.1.III	Pelagibacteraceae	942	1	2	2	2	Ib.1.III	Pelagibacteraceae	941	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-892-E08	Ia.3.VII	Pelagibacteraceae	682	1	2	2	1	Ia.3.VII	Pelagibacteraceae	678	1	2	2	1	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-892-F02	Ia.3.V	Pelagibacteraceae	564	0.58	12	9	9	Ia.3.V	Pelagibacteraceae	593	1	6	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.58	topology_provisional	topology_provisional
AG-892-F15	Ib.1.III	Pelagibacteraceae	911	1	4	4	3	Ib.1.III	Pelagibacteraceae	910	0.99	3	3	3	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.99	topology_high	topology_high
AG-892-J03	Ib.1.III	Pelagibacteraceae	938	0.75	7	7	7	Ib.1.III	Pelagibacteraceae	923	0.87	5	3	3	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.75	topology_provisional	topology_provisional
AG-892-K05	Ia.4.N3	Pelagibacteraceae	768	1	2	2	2	Ia.4.N3	Pelagibacteraceae	774	1	2	2	2	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-892-L17	Ia.3.V	Pelagibacteraceae	567	1	5	4	4	Ia.3.V	Pelagibacteraceae	593	1	6	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	1	topology_high	topology_high
AG-893-F11	Ia.4.N3	Pelagibacteraceae	764	1	8	7	7	Ia.4.N3	Pelagibacteraceae	770	1	8	7	7	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-893-I20	Ia.4.N5	Pelagibacteraceae	732	0.93	3	2	2	Ia.4.N5	Pelagibacteraceae	735	1	3	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.93	topology_provisional	topology_provisional
AG-893-J08	Ib.1.III	Pelagibacteraceae	917	0.68	3	3	3	Ib.1.III	Pelagibacteraceae	900	1	45	31	30	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.68	topology_provisional	topology_provisional
AG-893-K09	Ib.4.N8	Pelagibacteraceae	976	1	2	2	2	Ib.4.N8	Pelagibacteraceae	975	1	2	2	2	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	1	topology_high	topology_high
AG-893-L07	Ib.2.I	Pelagibacteraceae	893	1	2	2	2	Ib.2.I	Pelagibacteraceae	885	1	2	2	2	Genus_Subclade	Ib.2.I	Pelagibacteraceae	1	topology_high	topology_high
AG-893-L13	Ib.N10	Pelagibacteraceae	960	0.95	2	2	2	Ib.N10	Pelagibacteraceae	959	1	2	2	2	Genus_Subclade	Ib.N10	Pelagibacteraceae	0.95	topology_high	topology_high
AG-893-M22	Ib.1.III	Pelagibacteraceae	925	0.96	2	2	2	Ib.1.III	Pelagibacteraceae	925	1	3	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.96	topology_high	topology_high
AG-893-N07	Ib.1.III	Pelagibacteraceae	919	0.64	3	2	2	Ib.1.III	Pelagibacteraceae	920	0.87	4	3	3	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.64	topology_provisional	topology_provisional
AG-894-A03	Ib.1.III	Pelagibacteraceae	926	0.71	3	2	2	Ib.1.III	Pelagibacteraceae	902	0.88	37	24	23	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.71	topology_provisional	topology_provisional
AG-894-B06	Ib.1.III	Pelagibacteraceae	935	1	2	2	2	Ib.1.III	Pelagibacteraceae	916	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-894-B07	Ia.4.II	Pelagibacteraceae	802	0.86	2	2	2	Ia.4.II	Pelagibacteraceae	795	1	5	5	5	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-894-C14	Ia.3.VII	Pelagibacteraceae	690	0.99	2	2	2	Ia.3.VII	Pelagibacteraceae	685	1	3	3	3	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.99	topology_high	topology_high
AG-894-E10	Ib.1.III	Pelagibacteraceae	941	0.87	3	3	3	Ib.1.III	Pelagibacteraceae	940	1	3	3	3	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-894-F15	Ib.1.III	Pelagibacteraceae	913	1	2	2	1	Ib.1.III	Pelagibacteraceae	909	0.86	4	4	4	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-894-K14	Ia.4.N5	Pelagibacteraceae	738	0.98	3	2	2	Ia.4.N5	Pelagibacteraceae	730	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.98	topology_high	topology_high
AG-894-K15	Ia.4.N3	Pelagibacteraceae	762	1	10	8	8	Ia.4.N3	Pelagibacteraceae	768	1	10	8	8	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-894-L13	Ia.4.N3	Pelagibacteraceae	770	1	2	2	2	Ia.4.N3	Pelagibacteraceae	776	1	2	2	2	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-894-L17	Ib.2.I	Pelagibacteraceae	889	0.99	2	2	2	Ib.2.I	Pelagibacteraceae	887	1	2	2	2	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.99	topology_high	topology_high
AG-894-L19	Ib.1.III	Pelagibacteraceae	902	0.57	35	23	22	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.57	topology_provisional	topology_provisional
AG-894-O09	Ia.3.V	Pelagibacteraceae	597	0.98	2	2	2	Ia.3.V	Pelagibacteraceae	587	0.87	3	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-894-P23	Ia.3.V	Pelagibacteraceae	601	0.9	4	3	3	Ia.3.V	Pelagibacteraceae	593	1	6	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.9	topology_provisional	topology_provisional
AG-895-F17	Ia.3.V	Pelagibacteraceae	599	0.71	3	2	2	Ia.3.V	Pelagibacteraceae	579	1	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.71	topology_provisional	topology_provisional
AG-895-J19	Ia.4.N3	Pelagibacteraceae	770	1	2	2	2	Ia.4.N3	Pelagibacteraceae	776	1	2	2	2	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-895-K10	Ia.4.N6	Pelagibacteraceae	813	1	2	2	2	Ia.4.N6	Pelagibacteraceae	761	1	2	2	2	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	1	topology_high	topology_high
AG-896-F06	Ib.2.I	Pelagibacteraceae	882	1	13	8	8	Ib.2.I	Pelagibacteraceae	881	0.99	8	5	5	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.99	topology_high	topology_high
AG-896-G07	Ib.1.III	Pelagibacteraceae	913	1	2	2	1	Ib.1.III	Pelagibacteraceae	907	0.86	3	3	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-896-K10	Ia.4.II	Pelagibacteraceae	799	0.95	4	4	4	Ia.4.II	Pelagibacteraceae	797	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.95	topology_high	topology_high
AG-896-L20	Ia.4.N5	Pelagibacteraceae	731	1	2	2	2	Ia.4.N5	Pelagibacteraceae	735	1	3	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AG-896-O18	Ia.3.V	Pelagibacteraceae	602	0.98	3	2	2	Ia.3.V	Pelagibacteraceae	598	1	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.98	topology_high	topology_high
AG-897-G09	Ib.1.III	Pelagibacteraceae	937	0.65	9	8	8	Ib.1.III	Pelagibacteraceae	938	0.88	7	6	6	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.65	topology_provisional	topology_provisional
AG-897-G15	Ia.4.N5	Pelagibacteraceae	726	1	2	2	2	Ia.4.N5	Pelagibacteraceae	730	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AG-897-O16	Ib.1.III	Pelagibacteraceae	928	0.96	4	2	2	Ib.1.III	Pelagibacteraceae	908	0.99	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.96	topology_high	topology_high
AG-898-C07	Ia.3.VI	Pelagibacteraceae	636	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	624	0.98	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.98	topology_high	topology_high
AG-898-G21	Ib.1.III	Pelagibacteraceae	919	0.64	3	2	2	Ib.1.III	Pelagibacteraceae	911	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.64	topology_provisional	topology_provisional
AG-899-A06	Ib.1.III	Pelagibacteraceae	926	0.71	3	2	2	Ib.1.III	Pelagibacteraceae	922	0.87	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.71	topology_provisional	topology_provisional
AG-899-B09	Ib.1	Pelagibacteraceae	950	1	3	2	2	Ib.1	Pelagibacteraceae	949	1	4	2	2	Genus_Subclade	Ib.1	Pelagibacteraceae	1	topology_high	topology_high
AG-899-D19	Ib.1	Pelagibacteraceae	950	1	3	2	2	Ib.1	Pelagibacteraceae	949	1	4	2	2	Genus_Subclade	Ib.1	Pelagibacteraceae	1	topology_high	topology_high
AG-899-E14	IIa.B	Cosmipelagibacteraceae	1013	0.76	3	3	3	IIa.B	Cosmipelagibacteraceae	1015	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.76	topology_provisional	topology_provisional
AG-899-G02	Ia.4.N3	Pelagibacteraceae	766	1	5	4	4	Ia.4.N3	Pelagibacteraceae	772	1	5	4	4	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-899-J02	Ia.3.VII	Pelagibacteraceae	662	1	32	30	26	Ia.3.VII	Pelagibacteraceae	662	1	32	30	26	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-899-J23	Ia.4.N5	Pelagibacteraceae	732	0.93	3	2	2	Ia.4.N5	Pelagibacteraceae	727	1	5	5	5	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.93	topology_provisional	topology_provisional
AG-899-M07	Ia.4.N6	Pelagibacteraceae	813	1	2	2	2	Ia.4.N6	Pelagibacteraceae	762	1	2	2	2	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	1	topology_high	topology_high
AG-899-M19	Ib.N10	Pelagibacteraceae	960	0.95	2	2	2	Ib.N10	Pelagibacteraceae	959	1	2	2	2	Genus_Subclade	Ib.N10	Pelagibacteraceae	0.95	topology_high	topology_high
AG-899-N21	Ia.3.VII	Pelagibacteraceae	682	1	2	2	1	Ia.3.VII	Pelagibacteraceae	678	1	2	2	1	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-899-O04	Ib.1.III	Pelagibacteraceae	928	0.96	4	2	2	Ib.1.III	Pelagibacteraceae	905	0.86	8	7	6	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-900-G16	Ib.1.III	Pelagibacteraceae	925	0.96	2	2	2	Ib.1.III	Pelagibacteraceae	925	1	3	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.96	topology_high	topology_high
AG-900-I13	Ib.1.III	Pelagibacteraceae	906	0.91	4	2	2	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-900-I19	Ib.1.III	Pelagibacteraceae	926	0.71	3	2	2	Ib.1.III	Pelagibacteraceae	937	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.71	topology_provisional	topology_provisional
AG-900-K21	Ia.4.N3	Pelagibacteraceae	769	1	2	2	2	Ia.4.N3	Pelagibacteraceae	775	1	2	2	2	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-901-I06	Ib.2.I	Pelagibacteraceae	881	1	14	9	9	NA	NA	NA	NA	NA	NA	NA	Genus_Subclade	NA	NA	NA	NA	bac120_only
AG-901-I21	Ib.4.N8	Pelagibacteraceae	976	1	2	2	2	Ib.4.N8	Pelagibacteraceae	975	1	2	2	2	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	1	topology_high	topology_high
AG-903-C11	Ib.1.III	Pelagibacteraceae	935	1	2	2	2	Ib.1.III	Pelagibacteraceae	916	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-903-D02	Ia.3.VII	Pelagibacteraceae	684	1	4	4	4	Ia.3.VII	Pelagibacteraceae	681	1	4	4	4	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-903-F09	Ia.4.II	Pelagibacteraceae	798	0.86	5	5	5	Ia.4.II	Pelagibacteraceae	782	0.99	3	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-903-L07	Ib.2.N7	Pelagibacteraceae	896	1	4	4	4	Ib.2.N7	Pelagibacteraceae	893	1	2	2	2	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	1	topology_high	topology_high
AG-903-M21	IIa.B	Cosmipelagibacteraceae	1017	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1019	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-903-O08	Ia.4.II	Pelagibacteraceae	802	0.86	2	2	2	Ia.4.II	Pelagibacteraceae	789	1	3	3	3	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-904-F11	IIa.A	Cosmipelagibacteraceae	1028	1	2	2	2	IIa.A	Cosmipelagibacteraceae	1028	1	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-904-F17	Ia.3.VII	Pelagibacteraceae	681	1	2	2	2	Ia.3.VII	Pelagibacteraceae	679	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-904-K03	Ib.2.I	Pelagibacteraceae	893	1	2	2	2	Ib.2.I	Pelagibacteraceae	885	1	2	2	2	Genus_Subclade	Ib.2.I	Pelagibacteraceae	1	topology_high	topology_high
AG-905-A07	Ia.4.N6	Pelagibacteraceae	812	0.89	3	3	3	Ia.4.N6	Pelagibacteraceae	762	1	2	2	2	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	0.89	topology_provisional	topology_provisional
AG-905-E10	Ia.4.II	Pelagibacteraceae	794	0.74	3	2	2	Ia.4.II	Pelagibacteraceae	779	0.87	15	13	13	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.74	topology_provisional	topology_provisional
AG-905-M05	Ib.N10	Pelagibacteraceae	957	0.96	5	5	5	Ib.N10	Pelagibacteraceae	957	1	3	2	2	Genus_Subclade	Ib.N10	Pelagibacteraceae	0.96	topology_high	topology_high
AG-905-O08	Ib.2.N7	Pelagibacteraceae	897	1	3	3	3	Ib.2.N7	Pelagibacteraceae	893	1	2	2	2	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	1	topology_high	topology_high
AG-907-C04	Ia.4.N5	Pelagibacteraceae	729	0.99	2	2	2	Ia.4.N5	Pelagibacteraceae	733	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.99	topology_high	topology_high
AG-907-F09	Ib.2.I	Pelagibacteraceae	886	0.99	4	2	2	Ib.2.I	Pelagibacteraceae	877	1	12	7	7	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.99	topology_high	topology_high
AG-908-C18	Ia.3.V	Pelagibacteraceae	592	1	3	2	2	Ia.3.V	Pelagibacteraceae	585	1	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	1	topology_high	topology_high
AG-908-F18	Ib.2.I	Pelagibacteraceae	891	0.95	4	3	3	Ib.2.I	Pelagibacteraceae	883	1	4	3	3	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.95	topology_high	topology_high
AG-908-F20	Ia.4.N3	Pelagibacteraceae	769	1	2	2	2	Ia.4.N3	Pelagibacteraceae	775	1	2	2	2	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-908-L09	Ib.1.III	Pelagibacteraceae	943	1	2	2	2	Ib.1.III	Pelagibacteraceae	942	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-909-A17	Ib.4.N8	Pelagibacteraceae	972	1	9	7	7	Ib.4.N8	Pelagibacteraceae	973	1	8	6	6	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	1	topology_high	topology_high
AG-909-F14	Ib.1.III	Pelagibacteraceae	918	1	2	2	2	Ib.1.III	Pelagibacteraceae	917	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-909-G08	Ia.4.N5	Pelagibacteraceae	723	1	12	10	10	Ia.4.N5	Pelagibacteraceae	725	1	13	11	11	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AG-909-J05	Ia.4.N5	Pelagibacteraceae	728	0.97	5	4	4	Ia.4.N5	Pelagibacteraceae	732	1	6	4	4	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.97	topology_high	topology_high
AG-910-B05	Ia.4.N5	Pelagibacteraceae	735	0.78	4	3	3	Ia.4.N5	Pelagibacteraceae	739	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.78	topology_provisional	topology_provisional
AG-910-G11	IIa.B	Cosmipelagibacteraceae	1000	0.65	2	2	2	IIa.B	Cosmipelagibacteraceae	998	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.65	topology_provisional	topology_provisional
AG-911-E04	Ia.4.N5	Pelagibacteraceae	738	0.98	3	2	2	Ia.4.N5	Pelagibacteraceae	723	1	19	15	15	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.98	topology_high	topology_high
AG-911-G03	Ia.3.VII	Pelagibacteraceae	680	0.59	3	3	2	Ia.3.VII	Pelagibacteraceae	673	0.89	3	3	1	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.59	topology_provisional	topology_provisional
AG-911-G13	IIa.B	Cosmipelagibacteraceae	1009	0.91	2	2	2	IIa.B	Cosmipelagibacteraceae	1017	0.98	3	3	3	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.91	topology_provisional	topology_provisional
AG-911-N14	Ib.N11	Pelagibacteraceae	860	0.98	4	2	2	Ib.N11	Pelagibacteraceae	861	1	4	2	2	Genus_Subclade	Ib.N11	Pelagibacteraceae	0.98	topology_high	topology_high
AG-912-A14	Ib.1.III	Pelagibacteraceae	919	0.64	3	2	2	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.64	topology_provisional	topology_provisional
AG-912-C08	Ia.4.N3	Pelagibacteraceae	768	1	2	2	2	Ia.4.N3	Pelagibacteraceae	774	1	2	2	2	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	1	topology_high	topology_high
AG-912-D10	IIa.A	Cosmipelagibacteraceae	1024	1	6	6	6	IIa.A	Cosmipelagibacteraceae	1024	1	6	6	6	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-912-F16	Ia.3.VII	Pelagibacteraceae	685	0.72	3	3	3	Ia.3.VII	Pelagibacteraceae	683	0.9	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.72	topology_provisional	topology_provisional
AG-912-I02	Ib.1.III	Pelagibacteraceae	918	1	2	2	2	Ib.1.III	Pelagibacteraceae	917	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-912-L11	Ia.3.V	Pelagibacteraceae	606	0.98	5	3	3	Ia.3.V	Pelagibacteraceae	565	0.88	8	5	5	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.88	topology_provisional	topology_provisional
AG-912-P19	IIa.B	Cosmipelagibacteraceae	1019	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1011	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-913-A04	Ia.3.VII	Pelagibacteraceae	675	1	2	2	2	Ia.3.VII	Pelagibacteraceae	671	0.84	3	3	3	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
AG-913-C03	Ia.3.VII	Pelagibacteraceae	673	0.99	2	2	2	Ia.3.VII	Pelagibacteraceae	672	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.99	topology_high	topology_high
AG-913-F03	Ia.3.V	Pelagibacteraceae	602	0.98	3	2	2	Ia.3.V	Pelagibacteraceae	580	0.86	20	14	14	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-913-G10	Ib.1.III	Pelagibacteraceae	928	0.96	4	2	2	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-913-I06	IIa.B	Cosmipelagibacteraceae	1018	0.63	3	3	3	IIa.B	Cosmipelagibacteraceae	1012	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.63	topology_provisional	topology_provisional
AG-913-I09	Ib.1.III	Pelagibacteraceae	904	0.57	11	7	6	Ib.1.III	Pelagibacteraceae	902	0.88	37	24	23	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.57	topology_provisional	topology_provisional
AG-913-I14	IIa.B	Cosmipelagibacteraceae	1015	0.67	2	2	2	IIa.B	Cosmipelagibacteraceae	1014	0.99	3	3	3	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.67	topology_provisional	topology_provisional
AG-913-L03	Ia.3.V	Pelagibacteraceae	576	0.92	3	3	3	Ia.3.V	Pelagibacteraceae	599	0.99	7	6	6	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.92	topology_provisional	topology_provisional
AG-913-M13	Ia.3.V	Pelagibacteraceae	578	0.82	17	13	13	Ia.3.V	Pelagibacteraceae	562	0.88	14	9	9	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.82	topology_provisional	topology_provisional
AG-913-N09	Ib.1.III	Pelagibacteraceae	904	0.57	11	7	6	Ib.1.III	Pelagibacteraceae	902	0.88	37	24	23	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.57	topology_provisional	topology_provisional
AG-914-B14	Ia.3.V	Pelagibacteraceae	582	0.99	2	2	2	Ia.3.V	Pelagibacteraceae	603	1	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.99	topology_high	topology_high
AG-914-I16	IIa.B	Cosmipelagibacteraceae	1014	0.92	2	2	2	IIa.B	Cosmipelagibacteraceae	1016	0.98	4	4	4	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.92	topology_provisional	topology_provisional
AG-914-J05	IIa.B	Cosmipelagibacteraceae	1011	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1018	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-914-L20	Ib.N11	Pelagibacteraceae	860	0.98	4	2	2	Ib.N11	Pelagibacteraceae	861	1	4	2	2	Genus_Subclade	Ib.N11	Pelagibacteraceae	0.98	topology_high	topology_high
AG-914-N11	IIa.B	Cosmipelagibacteraceae	1015	0.67	2	2	2	IIa.B	Cosmipelagibacteraceae	1010	0.87	3	3	3	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.67	topology_provisional	topology_provisional
