genome_id	genome_size_bp	gc_percent	n_contigs	n50	min_contig_length	max_contig_length	n_proteins	median_protein_length	mean_protein_length	p95_protein_length	max_protein_length	COG_coverage	KO_coverage	Pfam_coverage	any_annotation_coverage	completeness	contamination	completeness_model	translation_table	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_gc_content	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	checkm2_notes	quality_class	clade_1	clade_2	subclade	subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	genome_type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
AG-390-C17	1292976	29.37	24	94047	2170	283344	1354	281.5	303.0480059084195	634.3499999999999	1436	88.99556868537665	60.3397341211226	89.7341211225997	93.27917282127031	94.34	0.4	Neural Network (Specific Model)	11	0.964	94047	303.50109249817916	1292976	0.29	1373	24	283344	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-C19	1164792	28.77	39	61019	2116	100162	1211	268	301.24607762180017	651.5	1498	86.54004954582989	58.876961189099916	87.69611890999174	90.99917423616846	91.69	0.04	Neural Network (Specific Model)	11	0.963	61019	300.3517628205128	1164792	0.29	1248	39	100162	None	High completeness	I	Ib	Ib.3	Ib.3	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-C22	1040035	29.37	27	91652	2057	181952	1087	268	300.5114995400184	646.1000000000001	1498	86.93652253909843	59.79760809567617	87.672493100276	90.524379024839	90.06	0.1	Neural Network (Specific Model)	11	0.966	91652	301.8409703504043	1040035	0.29	1113	27	181952	None	High completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-D02	1102506	29.24	38	156301	2052	217774	1156	264	299.1704152249135	641	1592	87.11072664359861	59.34256055363322	87.28373702422145	90.7439446366782	87.47	0.16	Neural Network (Specific Model)	11	0.962	156301	297.9563392107473	1102506	0.29	1191	38	217774	None	Medium completeness	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-D15	1117043	28.91	20	114242	2145	137540	1188	264	297.05218855218857	638.2999999999997	1501	88.13131313131312	62.2895622895623	89.64646464646465	92.42424242424242	90.71	0	Neural Network (Specific Model)	11	0.963	114242	298.3698175787728	1117043	0.29	1206	20	137540	None	High completeness	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-E04	1139467	28.54	26	81732	2256	141258	1205	267	300.2240663900415	639.5999999999999	1501	88.04979253112033	61.82572614107884	88.79668049792531	91.61825726141079	90.12	0.08	Neural Network (Specific Model)	11	0.965	81732	299.2953620829943	1139467	0.29	1229	26	141258	None	High completeness	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-G11	1275792	29.45	42	80660	2331	187271	1332	283	302.8693693693694	630.2500000000002	1501	88.28828828828829	59.15915915915916	89.11411411411412	92.34234234234235	86.58	0.21	Neural Network (Specific Model)	11	0.967	80660	301.98534798534797	1275792	0.29	1365	42	187271	None	Medium completeness	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-G13	1092491	28.09	41	80230	2034	115208	1150	266	298.6469565217391	667.55	1585	88.78260869565217	61.04347826086956	88.52173913043478	91.47826086956522	87.7	0.62	Neural Network (Specific Model)	11	0.967	80230	297.6352148272957	1092491	0.28	1187	41	115208	None	Medium completeness	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-G23	1269898	29.25	22	113653	2258	326689	1333	277	302.1020255063766	640.3999999999999	1501	87.09677419354838	59.639909977494376	88.59714928732183	91.44786196549137	95.48	0.06	Neural Network (Specific Model)	11	0.964	113653	301.4734904270987	1269898	0.29	1358	22	326689	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-I15	1137165	29.59	33	89877	2250	147414	1184	274	300.68243243243245	638	1500	88.7668918918919	60.2195945945946	89.69594594594594	92.98986486486487	87.85	0.05	Neural Network (Specific Model)	11	0.962	89877	299.8188524590164	1137165	0.3	1220	33	147414	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-J13	1049158	28.81	18	265442	2365	323223	1125	262	296.1057777777778	638.5999999999999	1501	87.28888888888889	60.44444444444444	89.15555555555555	91.37777777777778	85.95	0.03	Neural Network (Specific Model)	11	0.966	265442	295.9362445414847	1049158	0.29	1145	18	323223	None	Medium completeness	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-J21	1095547	29.72	27	104319	2246	510260	1171	258	297.2818104184458	653.5	1598	86.33646456020494	60.20495303159693	86.42186165670367	90.1793339026473	88.43	0.31	Neural Network (Specific Model)	11	0.966	104319	297.65180824222034	1095547	0.3	1189	27	510260	None	Medium completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-L03	1352095	29.27	19	180112	2263	624772	1416	278	303.319209039548	651.5	1501	89.05367231638418	60.02824858757062	90.11299435028248	92.93785310734464	93.32	0.11	Neural Network (Specific Model)	11	0.964	180112	303.9218422889044	1352095	0.29	1433	19	624772	None	High completeness	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-M02	986325	29.07	41	70865	2031	169891	1046	260	293.9684512428298	637	1501	88.24091778202677	60.51625239005736	89.67495219885278	92.06500956022946	86.19	0.01	Neural Network (Specific Model)	11	0.963	70865	292.71705069124425	986325	0.29	1085	41	169891	None	Medium completeness	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-M07	1105900	28.68	25	89801	2013	346917	1168	271.5	299.68150684931504	637	1137	87.58561643835617	59.589041095890416	88.4417808219178	91.86643835616438	87.87	0.33	Neural Network (Specific Model)	11	0.964	89801	299.2166246851385	1105900	0.29	1191	25	346917	None	Medium completeness	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-M14	1085051	29.13	43	70625	2095	178944	1140	265	298.2315789473684	641.2499999999998	1501	89.29824561403508	61.578947368421055	89.56140350877193	92.98245614035088	87.52	0.04	Neural Network (Specific Model)	11	0.963	70625	296.9022939677145	1085051	0.29	1177	43	178944	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-M15	960392	29.34	24	222478	2073	374602	985	269	307.16345177664977	680.9999999999998	1498	89.13705583756345	62.33502538071066	89.54314720812184	92.69035532994924	85.43	0	Neural Network (Specific Model)	11	0.964	222478	306.97519841269843	960392	0.29	1008	24	374602	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-O04	1056881	28.57	31	65202	2090	162751	1116	262.5	297.5394265232975	642	1501	90.23297491039428	62.27598566308244	90.23297491039428	93.81720430107528	88.62	0	Neural Network (Specific Model)	11	0.962	65202	296.38796861377506	1056881	0.29	1147	31	162751	None	Medium completeness	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-404-B04	1067204	28.83	26	105660	2212	218343	1112	271	304.6151079136691	690.45	1609	87.58992805755396	59.98201438848921	88.84892086330936	91.99640287769785	87.64	0.02	Neural Network (Specific Model)	11	0.966	105660	303.09841827768014	1067204	0.29	1138	26	218343	None	Medium completeness	I	Ib	Ib.2.b	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100	23.75	-158	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean
AG-404-J20	1068550	28.8	27	111012	2038	197147	1122	266	298.8618538324421	651	1622	87.34402852049911	58.55614973262032	88.85918003565062	91.88948306595366	87.01	0.01	Neural Network (Specific Model)	11	0.964	111012	299.7806788511749	1068550	0.29	1149	27	197147	None	Medium completeness	I	Ib	Ib.2.b	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100	23.75	-158	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean
AG-404-O05	1078850	28.56	36	89393	2366	208306	1131	267	300.17329796640144	679.5	1285	87.0026525198939	58.53227232537578	88.15207780725022	90.98143236074272	85.72	0.01	Neural Network (Specific Model)	11	0.965	89393	299.2414089347079	1078850	0.29	1164	36	208306	None	Medium completeness	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100	23.75	-158	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean
AG-404-O18	1021389	27.68	38	54157	2069	150711	1089	265	295.1147842056933	635.7999999999997	1502	87.23599632690542	59.22865013774105	88.61340679522498	91.18457300275482	86.83	0.07	Neural Network (Specific Model)	11	0.965	54157	294.2544642857143	1021389	0.28	1120	38	150711	None	Medium completeness	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100	23.75	-158	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean
AG-404-P13	1170960	29.32	36	78517	2008	229549	1235	277	299.88663967611336	622.3	1498	88.582995951417	58.54251012145749	89.31174089068826	92.46963562753037	87.89	0.01	Neural Network (Specific Model)	11	0.967	78517	298.62854889589903	1170960	0.29	1268	36	229549	None	Medium completeness	I	Ib	Ib.2.a	Ib.2.I	Pelagibacterales	Pelagibacteraceae	Stellipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	100	23.75	-158	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean
AG-410-K05	1094908	28.74	34	57038	2147	134357	1166	262	294.45797598627786	641	1528	87.221269296741	59.69125214408233	87.39279588336191	91.1663807890223	95.76	0.04	Neural Network (Specific Model)	11	0.965	57038	295.63933054393306	1094908	0.29	1195	34	134357	None	High completeness	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100	9.55	-50.47	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-410-L19	1074421	28.85	20	97289	2139	163202	1159	257	293.73252804141504	638.1999999999998	1501	87.48921484037963	61.69111302847282	88.86971527178602	91.71699741156169	87.91	0.03	Neural Network (Specific Model)	11	0.964	97289	294.8927659574468	1074421	0.29	1175	20	163202	None	Medium completeness	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100	9.55	-50.47	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-410-O02	1117333	29.28	37	65064	2237	186022	1199	258	292.8590492076731	633.2999999999997	1501	87.65638031693076	60.133444537114265	88.15679733110926	91.57631359466222	87.72	0.02	Neural Network (Specific Model)	11	0.963	65064	289.92344883158745	1117333	0.29	1241	37	186022	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	100	9.55	-50.47	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-414-B08	1126983	28.63	39	90878	2083	163654	1184	269	298.2837837837838	649.2499999999995	1502	88.7668918918919	61.233108108108105	90.45608108108108	92.3141891891892	89.84	0.09	Neural Network (Specific Model)	11	0.962	90878	297.17868852459014	1126983	0.29	1220	39	163654	None	Medium completeness	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	119	24.71	-67.07	100-200m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-414-B15	968781	29.64	25	75122	2238	211219	1027	263	296.761441090555	649.6999999999999	1498	88.31548198636806	60.662122687439144	87.34177215189874	91.13924050632912	87.78	0.07	Neural Network (Specific Model)	11	0.965	75122	297.49571836346337	968781	0.3	1051	25	211219	None	Medium completeness	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	119	24.71	-67.07	100-200m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-414-E02	1142243	29.99	11	204902	2049	384656	1169	276	311.1077844311377	679.5999999999999	1499	89.64927288280582	60.73567151411463	89.64927288280582	92.89991445680069	86.58	0.13	Neural Network (Specific Model)	11	0.963	204902	311.7964376590331	1142243	0.3	1179	11	384656	None	Medium completeness	I	Ic	Ic.2	Ic.2	Pelagibacterales	Mesopelagibacteraceae	Mesopelagibacter	carboxydoxivorans	Pachiadaki et al., (2019)	TRUE	SAG	119	24.71	-67.07	100-200m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-414-L04	1212848	28.47	20	152802	3012	521578	1260	270.5	305.83492063492065	683.2499999999998	1608	87.22222222222223	61.111111111111114	89.28571428571429	91.42857142857143	98.64	0	Neural Network (Specific Model)	11	0.964	152802	305.90453834115806	1212848	0.28	1278	20	521578	None	High completeness	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	119	24.71	-67.07	100-200m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-414-M23	1104608	28.68	38	63912	2336	116638	1159	270	300.8075927523727	658.5999999999985	1618	88.35202761000863	59.70664365832614	89.38740293356342	92.66609145815357	87.62	0.01	Neural Network (Specific Model)	11	0.964	63912	298.86241610738256	1104608	0.29	1192	38	116638	None	Medium completeness	I	Ib	Ib.3	Ib.3	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	119	24.71	-67.07	100-200m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
