genome	Clade1	type	Subclade	Family	Genus	Species	original_Subclade	original_Subgroup	original_Family	original_Genus	original_Species	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_SAR11_165_crown_node	Subclade_SAR11_165_crown_node	Genus_SAR11_165_crown_node	Family_SAR11_165_crown_support	Subclade_SAR11_165_crown_support	Genus_SAR11_165_crown_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
AG-359-O11	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-915-G14	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-E19	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-D23	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-426-E13	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-894-L19	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-913-I09	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-359-B05	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-B11	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-E10	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-908-L09	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-D14	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-J03	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-A06	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-K13	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-L11	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-897-G09	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-B06	I	SAG	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	Ib.1.III	Ib.1.III	Pelagibacteraceae	Copipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	901	901	901	1	1	1	NA	NA	NA
AG-337-C09	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	877	877	877	1	1	1	NA	NA	NA
AG-404-P13	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	877	877	877	1	1	1	NA	NA	NA
AG-907-F09	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-337-G04	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-461-L09	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-L17	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-414-O09	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-L07	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-904-K03	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-908-F18	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	883	883	883	1	1	1	NA	NA	NA
AG-916-B15	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	881	881	881	0.99	0.99	0.99	NA	NA	NA
AG-896-F06	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	881	881	881	0.99	0.99	0.99	NA	NA	NA
AG-916-O20	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-901-I06	I	SAG	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Ib.2.I	Ib.2.I	Pelagibacteraceae	Stellipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-337-C19	I	SAG	Ib.N10	Pelagibacteraceae	Fusipelagibacter	NA	Ib.N10	Ib.N10	Pelagibacteraceae	Fusipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-L13	I	SAG	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Ib.N10	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-M19	I	SAG	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Ib.N10	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-F16	I	SAG	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Ib.N10	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-905-M05	I	SAG	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Ib.N10	Ib.N10	Pelagibacteraceae	Fusipelagibacter	tranquillus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-P02	I	SAG	Ib.N10	Pelagibacteraceae	Fusipelagibacter	NA	NA	NA	Pelagibacteraceae	NA	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	957	957	957	1	1	1	NA	NA	NA
AG-426-F15	I	SAG	Ib.N7	Pelagibacteraceae	Parvipelagibacter	dignotus	Ib.N7	Ib.N7	Pelagibacteraceae	Parvipelagibacter	dignotus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-L07	I	SAG	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Ib.2.N7	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-905-O08	I	SAG	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Ib.2.N7	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-G09	I	SAG	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Ib.2.N7	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-B06	I	SAG	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Ib.2.N7	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-915-G13	I	SAG	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Ib.2.N7	Ib.2.N7	Pelagibacteraceae	Parvipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-365-D07	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	546	NA	NA	1	NA	NA	NA	NA	NA
AG-390-C19	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	546	NA	NA	1	NA	NA	NA	NA	NA
AG-422-N14	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	546	NA	NA	1	NA	NA	NA	NA	NA
AG-426-G09	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	546	NA	NA	1	NA	NA	NA	NA	NA
AG-414-M23	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	546	NA	NA	1	NA	NA	NA	NA	NA
AG-439-O15	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	546	NA	NA	1	NA	NA	NA	NA	NA
AG-426-E17	I	SAG	Ib.4.I	Pelagibacteraceae	Extensipelagibacter	unicus	Ib.4.I	Ib.4.I	Pelagibacteraceae	Extensipelagibacter	unicus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-891-E06	I	SAG	Ib.4.I	Pelagibacteraceae	Extensipelagibacter	unicus	Ib.4.I	Ib.4.I	Pelagibacteraceae	Extensipelagibacter	unicus	ANI>=95% and AAI>=95% with AG-426-E17	ANI>=95% and AAI>=95% with AG-426-E17	ANI>=95% and AAI>=95% with AG-426-E17	ANI>=95% and AAI>=95% with AG-426-E17	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	ANI95_AAI95	NA	NA	NA	NA	NA	NA	AG-426-E17	97.22405	97.46
AG-916-A21	I	SAG	Ib.4.I	Pelagibacteraceae	Extensipelagibacter	unicus	Ib.4.I	Ib.4.I	Pelagibacteraceae	Extensipelagibacter	unicus	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-E08	I	SAG	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-D02	I	SAG	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	749	749	749	1	1	1	NA	NA	NA
AG-390-D15	I	SAG	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-M02	I	SAG	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	NA	NA	Pelagibacteraceae	NA	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	749	749	749	1	1	1	NA	NA	NA
AG-390-J13	I	SAG	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	749	749	749	1	1	1	NA	NA	NA
SAG-MED11	I	SAG	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-G19	I	SAG	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	undulae	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	undulae	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-F11	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	oceanicus	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	oceanicus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-K05	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-C08	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-G02	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	772	772	772	1	1	1	NA	NA	NA
AG-900-K21	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-908-F20	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-L13	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-895-J19	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-461-M18	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-K09	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	bermudensis	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	bermudensis	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-901-I21	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	bermudensis	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	bermudensis	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-M15	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-909-A17	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	973	973	973	1	1	1	NA	NA	NA
AG-920-I06	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	973	973	973	1	1	1	NA	NA	NA
AG-917-B07	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
