genome	rank	taxon	parent_taxon	crown_node	crown_support	crown_descendants	target_seeds	primary_seeds	assignment_confidence	decision
AG-913-N09	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-914-A09	Genus	Amplipelagibacter	Pelagibacteraceae	985	1	2	2	2	topology_high	topology_high
AG-914-B14	Genus	Xanthinipelagibacter	Pelagibacteraceae	603	1	2	2	2	topology_high	topology_high
AG-914-I16	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1013	0.98	7	4	4	topology_high	topology_high
AG-914-J05	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1018	1	2	2	2	topology_high	topology_high
AG-914-L20	Genus	Rubripelagibacter	Pelagibacteraceae	861	1	4	2	2	topology_high	topology_high
AG-914-N11	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1006	0.98	8	5	5	topology_high	topology_high
AG-914-P23	Genus	Angustipelagibacter	Pelagibacteraceae	676	0.99	2	2	1	topology_high	topology_high
AG-915-G14	Genus	Copipelagibacter	Pelagibacteraceae	944	1	2	2	2	topology_high	topology_high
AG-915-K13	Genus	Angustipelagibacter	Pelagibacteraceae	679	1	2	2	2	topology_high	topology_high
AG-916-A16	Genus	Tantillipelagibacter	Pelagibacteraceae	735	1	3	2	2	topology_high	topology_high
AG-916-A21	Genus	Extensipelagibacter	Pelagibacteraceae	971	1	2	2	1	topology_high	topology_high
AG-916-B06	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-916-B15	Genus	Stellipelagibacter	Pelagibacteraceae	881	0.99	8	5	5	topology_high	topology_high
AG-916-D16	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1025	1	5	3	3	topology_high	topology_high
AG-916-E17	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1011	1	2	2	2	topology_high	topology_high
AG-916-E19	Genus	Copipelagibacter	Pelagibacteraceae	915	1	2	2	2	topology_high	topology_high
AG-916-G09	Genus	Parvipelagibacter	Pelagibacteraceae	894	1	2	2	2	topology_high	topology_high
AG-916-G19	Genus	Pantolocipelagibacter	Pelagibacteraceae	754	0.99	2	2	2	topology_high	topology_high
AG-916-L11	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-916-M15	Genus	Angustipelagibacter	Pelagibacteraceae	688	1	2	2	2	topology_high	topology_high
AG-916-N14	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-916-O13	Genus	Amplipelagibacter	Pelagibacteraceae	982	0.96	3	3	3	topology_high	topology_high
AG-917-B07	Genus	Medipelagibacter	Pelagibacteraceae	977	1	2	2	2	topology_high	topology_high
AG-917-C08	Genus	Angustipelagibacter	Pelagibacteraceae	672	1	2	2	2	topology_high	topology_high
AG-917-C11	Genus	Angustipelagibacter	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-917-D03	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-917-D09	Genus	Superipelagibacter	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-917-D14	Genus	Copipelagibacter	Pelagibacteraceae	942	1	2	2	2	topology_high	topology_high
AG-917-D23	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-917-E05	Genus	Superipelagibacter	Pelagibacteraceae	952	1	2	2	2	topology_high	topology_high
AG-917-E14	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1013	0.98	7	4	4	topology_high	topology_high
AG-917-F16	Genus	Fusipelagibacter	Pelagibacteraceae	956	1	4	3	3	topology_high	topology_high
AG-917-F18	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1000	1	3	3	3	topology_high	topology_high
AG-917-I17	Genus	Angustipelagibacter	Pelagibacteraceae	687	1	3	3	3	topology_high	topology_high
AG-917-J06	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-917-K20	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	999	1	2	2	2	topology_high	topology_high
AG-917-M15	Genus	Medipelagibacter	Pelagibacteraceae	973	1	8	6	6	topology_high	topology_high
AG-917-M22	Genus	Angustipelagibacter	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-917-P07	Genus	Angustipelagibacter	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-918-B06	Genus	Parvipelagibacter	Pelagibacteraceae	894	1	2	2	2	topology_high	topology_high
AG-918-E02	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-918-G06	Genus	Lacunipelagibacter	Pelagibacteraceae	782	0.99	3	2	2	topology_high	topology_high
AG-918-G15	Genus	Superipelagibacter	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-918-G22	Genus	Copipelagibacter	Pelagibacteraceae	937	1	2	2	2	topology_high	topology_high
AG-918-K09	Genus	Angustipelagibacter	Pelagibacteraceae	686	1	2	2	2	topology_high	topology_high
AG-918-K13	Genus	Copipelagibacter	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-918-L07	Genus	Angustipelagibacter	Pelagibacteraceae	670	1	2	2	2	topology_high	topology_high
AG-918-L21	Genus	Angustipelagibacter	Pelagibacteraceae	686	1	2	2	2	topology_high	topology_high
AG-918-M15	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1018	1	2	2	2	topology_high	topology_high
AG-918-N23	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	994	1	2	2	2	topology_high	topology_high
AG-919-C02	Genus	Lacunipelagibacter	Pelagibacteraceae	801	1	2	2	2	topology_high	topology_high
AG-919-F03	Genus	Colligatipelagibacter	Pelagibacteraceae	761	1	2	2	2	topology_high	topology_high
AG-919-F21	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1001	1	2	2	2	topology_high	topology_high
AG-919-I13	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1006	0.98	8	5	5	topology_high	topology_high
AG-919-L02	Genus	Lacunipelagibacter	Pelagibacteraceae	790	1	2	2	2	topology_high	topology_high
AG-919-M05	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1006	0.98	8	5	5	topology_high	topology_high
AG-920-D05	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-920-I06	Genus	Medipelagibacter	Pelagibacteraceae	973	1	8	6	6	topology_high	topology_high
AG-920-J04	Genus	Angustipelagibacter	Pelagibacteraceae	688	1	2	2	2	topology_high	topology_high
AG-920-L07	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1027	1	3	2	2	topology_high	topology_high
AG-920-L19	Genus	Medipelagibacter	Pelagibacteraceae	977	1	2	2	2	topology_high	topology_high
AG-920-L20	Genus	Copipelagibacter	Pelagibacteraceae	925	1	3	2	2	topology_high	topology_high
AH-287-B07	Genus	Xanthinipelagibacter	Pelagibacteraceae	606	0.95	2	2	2	topology_high	topology_high
AH-287-C13	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	999	1	2	2	2	topology_high	topology_high
AH-287-E17	Genus	Xanthinipelagibacter	Pelagibacteraceae	608	0.99	3	2	2	topology_high	topology_high
AH-287-E19	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1019	1	2	2	2	topology_high	topology_high
AH-287-G05	Genus	Lacunipelagibacter	Pelagibacteraceae	785	1	3	3	3	topology_high	topology_high
AH-287-J18	Genus	Tantillipelagibacter	Pelagibacteraceae	743	1	2	2	2	topology_high	topology_high
AH-287-O09	Genus	Superipelagibacter	Pelagibacteraceae	952	1	2	2	2	topology_high	topology_high
AH-321-A17	Genus	Xanthinipelagibacter	Pelagibacteraceae	605	0.99	6	4	4	topology_high	topology_high
AH-321-D17	Genus	Lacunipelagibacter	Pelagibacteraceae	786	0.99	2	2	2	topology_high	topology_high
AH-321-I23	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	991	1	30	23	23	topology_high	topology_high
AH-321-L23	Genus	Punctipelagibacter	Pelagibacteraceae	806	1	2	2	2	topology_high	topology_high
AH-321-M13	Genus	Lacunipelagibacter	Pelagibacteraceae	786	0.99	2	2	2	topology_high	topology_high
AH-321-P04	Genus	Punctipelagibacter	Pelagibacteraceae	806	1	2	2	2	topology_high	topology_high
AH-324-B10	Genus	Medipelagibacter	Pelagibacteraceae	976	1	3	3	3	topology_high	topology_high
AH-324-E14	Genus	Rubripelagibacter	Pelagibacteraceae	861	1	4	2	2	topology_high	topology_high
AH-324-F03	Genus	Xanthinipelagibacter	Pelagibacteraceae	608	0.99	3	2	2	topology_high	topology_high
AH-324-J07	Genus	Xanthinipelagibacter	Pelagibacteraceae	606	0.95	2	2	2	topology_high	topology_high
AH-324-N03	Genus	Xanthinipelagibacter	Pelagibacteraceae	608	0.99	3	2	2	topology_high	topology_high
CPC289	Genus	Elongatipelagibacter	Fontibacteriaceae	1046	1	8	6	6	topology_high	topology_high
ETNP2013_S02_SV82_300m_MAG_01	Genus	Anoxypelagibacter	Cosmipelagibacteraceae	1030	1	9	6	6	topology_high	topology_high
FZCC0015	Genus	Xanthinipelagibacter	Pelagibacteraceae	573	0.96	2	2	2	topology_high	topology_high
GOM-A1	Genus	Copipelagibacter	Pelagibacteraceae	911	1	2	2	2	topology_high	topology_high
HIMB058	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	994	1	2	2	2	topology_high	topology_high
HIMB083	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
HIMB109	Genus	Elongatipelagibacter	Fontibacteriaceae	1051	1	3	3	3	topology_high	topology_high
HIMB114	Genus	Elongatipelagibacter	Fontibacteriaceae	1052	1	2	2	2	topology_high	topology_high
HIMB122	Genus	Undatipelagibacter	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB123	Genus	Xanthinipelagibacter	Pelagibacteraceae	597	0.99	2	2	2	topology_high	topology_high
HIMB1321	Genus	Litoralipelagibacter	Pelagibacteraceae	714	1	2	2	2	topology_high	topology_high
HIMB140	Genus	Undatipelagibacter	Pelagibacteraceae	647	0.95	4	4	4	topology_high	topology_high
HIMB1402	Genus	Lacunipelagibacter	Pelagibacteraceae	798	1	2	2	2	topology_high	topology_high
HIMB1409	Genus	Xanthinipelagibacter	Pelagibacteraceae	585	1	3	2	2	topology_high	topology_high
HIMB1412	Genus	Coralipelagibacter	Pelagibacteraceae	814	1	7	7	7	topology_high	topology_high
HIMB1413	Genus	Xanthinipelagibacter	Pelagibacteraceae	585	1	3	2	2	topology_high	topology_high
HIMB1420	Genus	Coralipelagibacter	Pelagibacteraceae	815	1	6	6	6	topology_high	topology_high
HIMB1427	Genus	Coralipelagibacter	Pelagibacteraceae	816	1	5	5	5	topology_high	topology_high
HIMB1430	Genus	Undatipelagibacter	Pelagibacteraceae	649	1	2	2	2	topology_high	topology_high
HIMB1436	Genus	Tantillipelagibacter	Pelagibacteraceae	731	1	7	5	5	topology_high	topology_high
HIMB1444	Genus	Xanthinipelagibacter	Pelagibacteraceae	590	0.99	2	2	2	topology_high	topology_high
HIMB1456	Genus	Xanthinipelagibacter	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
HIMB1463	Genus	Coralipelagibacter	Pelagibacteraceae	818	1	2	2	2	topology_high	topology_high
HIMB1485	Genus	Undatipelagibacter	Pelagibacteraceae	622	0.98	4	4	4	topology_high	topology_high
HIMB1488	Genus	Undatipelagibacter	Pelagibacteraceae	626	1	3	3	3	topology_high	topology_high
HIMB1490	Genus	Undatipelagibacter	Pelagibacteraceae	657	0.98	2	2	2	topology_high	topology_high
HIMB1491	Genus	Undatipelagibacter	Pelagibacteraceae	657	0.98	2	2	2	topology_high	topology_high
HIMB1492	Genus	Undatipelagibacter	Pelagibacteraceae	634	1	4	4	4	topology_high	topology_high
HIMB1493	Genus	Undatipelagibacter	Pelagibacteraceae	636	0.99	2	2	2	topology_high	topology_high
HIMB1494	Genus	Undatipelagibacter	Pelagibacteraceae	656	1	2	2	2	topology_high	topology_high
HIMB1495	Genus	Undatipelagibacter	Pelagibacteraceae	656	1	2	2	2	topology_high	topology_high
HIMB1505	Genus	Litoralipelagibacter	Pelagibacteraceae	715	1	2	2	2	topology_high	topology_high
HIMB1506	Genus	Undatipelagibacter	Pelagibacteraceae	627	1	2	2	2	topology_high	topology_high
HIMB1507	Genus	Undatipelagibacter	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB1509	Genus	Undatipelagibacter	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB1513	Genus	Undatipelagibacter	Pelagibacteraceae	652	1	2	2	2	topology_high	topology_high
HIMB1517	Genus	Elongatipelagibacter	Fontibacteriaceae	1050	1	4	4	4	topology_high	topology_high
HIMB1518	Genus	Undatipelagibacter	Pelagibacteraceae	635	1	3	3	3	topology_high	topology_high
HIMB1520	Genus	Coralipelagibacter	Pelagibacteraceae	819	1	2	2	2	topology_high	topology_high
HIMB1521	Genus	Undatipelagibacter	Pelagibacteraceae	652	1	2	2	2	topology_high	topology_high
HIMB1526	Genus	Undatipelagibacter	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1527	Genus	Litoralipelagibacter	Pelagibacteraceae	714	1	2	2	2	topology_high	topology_high
HIMB1542	Genus	Undatipelagibacter	Pelagibacteraceae	654	1	2	2	2	topology_high	topology_high
HIMB1549	Genus	Litoralipelagibacter	Pelagibacteraceae	712	1	5	5	5	topology_high	topology_high
HIMB1552	Genus	Undatipelagibacter	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1556	Genus	Undatipelagibacter	Pelagibacteraceae	645	1	2	2	2	topology_high	topology_high
HIMB1559	Genus	Undatipelagibacter	Pelagibacteraceae	659	1	3	3	3	topology_high	topology_high
HIMB1564	Genus	Coralipelagibacter	Pelagibacteraceae	818	1	2	2	2	topology_high	topology_high
HIMB1565	Genus	Elongatipelagibacter	Fontibacteriaceae	1052	1	2	2	2	topology_high	topology_high
HIMB1573	Genus	Undatipelagibacter	Pelagibacteraceae	651	1	3	3	3	topology_high	topology_high
HIMB1577	Genus	Undatipelagibacter	Pelagibacteraceae	655	1	2	2	2	topology_high	topology_high
HIMB1587	Genus	Undatipelagibacter	Pelagibacteraceae	660	1	2	2	2	topology_high	topology_high
HIMB1593	Genus	Undatipelagibacter	Pelagibacteraceae	617	0.98	40	40	40	topology_high	topology_high
HIMB1597	Genus	Undatipelagibacter	Pelagibacteraceae	660	1	2	2	2	topology_high	topology_high
HIMB1602	Genus	Undatipelagibacter	Pelagibacteraceae	624	0.98	2	2	2	topology_high	topology_high
HIMB1611	Genus	Undatipelagibacter	Pelagibacteraceae	648	1	3	3	3	topology_high	topology_high
HIMB1623	Genus	Undatipelagibacter	Pelagibacteraceae	661	1	2	2	2	topology_high	topology_high
HIMB1631	Genus	Undatipelagibacter	Pelagibacteraceae	655	1	2	2	2	topology_high	topology_high
HIMB1636	Genus	Undatipelagibacter	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1641	Genus	Undatipelagibacter	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1662	Genus	Undatipelagibacter	Pelagibacteraceae	638	1	9	9	9	topology_high	topology_high
HIMB1685	Genus	Undatipelagibacter	Pelagibacteraceae	658	0.99	4	4	4	topology_high	topology_high
HIMB1695	Genus	Undatipelagibacter	Pelagibacteraceae	654	1	2	2	2	topology_high	topology_high
HIMB1701	Genus	Undatipelagibacter	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB1702	Genus	Undatipelagibacter	Pelagibacteraceae	645	1	2	2	2	topology_high	topology_high
HIMB1709	Genus	Undatipelagibacter	Pelagibacteraceae	661	1	2	2	2	topology_high	topology_high
HIMB1710	Genus	Undatipelagibacter	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1715	Genus	Undatipelagibacter	Pelagibacteraceae	623	0.98	3	3	3	topology_high	topology_high
HIMB1723	Genus	Undatipelagibacter	Pelagibacteraceae	637	1	10	10	10	topology_high	topology_high
HIMB1746	Genus	Undatipelagibacter	Pelagibacteraceae	653	1	3	3	3	topology_high	topology_high
HIMB1748	Genus	Undatipelagibacter	Pelagibacteraceae	640	1	6	6	6	topology_high	topology_high
HIMB1758	Genus	Undatipelagibacter	Pelagibacteraceae	649	1	2	2	2	topology_high	topology_high
HIMB1765	Genus	Undatipelagibacter	Pelagibacteraceae	621	0.98	5	5	5	topology_high	topology_high
HIMB1770	Genus	Undatipelagibacter	Pelagibacteraceae	636	0.99	2	2	2	topology_high	topology_high
HIMB1782	Genus	Undatipelagibacter	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB1835	Genus	Lacunipelagibacter	Pelagibacteraceae	790	1	2	2	2	topology_high	topology_high
HIMB1838	Genus	Lacunipelagibacter	Pelagibacteraceae	798	1	2	2	2	topology_high	topology_high
HIMB2187	Genus	Tantillipelagibacter	Pelagibacteraceae	743	1	2	2	2	topology_high	topology_high
HIMB2200	Genus	Lacunipelagibacter	Pelagibacteraceae	788	1	4	4	4	topology_high	topology_high
HIMB2201	Genus	Xanthinipelagibacter	Pelagibacteraceae	590	0.99	2	2	2	topology_high	topology_high
HIMB2204	Genus	Lacunipelagibacter	Pelagibacteraceae	801	1	2	2	2	topology_high	topology_high
HIMB2211	Genus	Undatipelagibacter	Pelagibacteraceae	627	1	2	2	2	topology_high	topology_high
HIMB2226	Genus	Tantillipelagibacter	Pelagibacteraceae	723	1	19	15	15	topology_high	topology_high
HIMB2250	Genus	Xanthinipelagibacter	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
HIMB2304	Genus	Xanthinipelagibacter	Pelagibacteraceae	597	0.99	2	2	2	topology_high	topology_high
HIMB2305	Genus	Superipelagibacter	Pelagibacteraceae	946	1	8	6	6	topology_high	topology_high
HIMB4	Genus	Litoralipelagibacter	Pelagibacteraceae	715	1	2	2	2	topology_high	topology_high
HIMB5	Genus	Coralipelagibacter	Pelagibacteraceae	819	1	2	2	2	topology_high	topology_high
HTCC1002	Genus	Pelagibacter	Pelagibacteraceae	834	1	3	3	3	topology_high	topology_high
HTCC1013	Genus	Pelagibacter	Pelagibacteraceae	835	1	2	2	2	topology_high	topology_high
HTCC1016	Genus	Pelagibacter	Pelagibacteraceae	833	1	4	4	4	topology_high	topology_high
HTCC1040	Genus	Pelagibacter	Pelagibacteraceae	832	1	5	5	5	topology_high	topology_high
HTCC1062	Genus	Pelagibacter	Pelagibacteraceae	835	1	2	2	2	topology_high	topology_high
HTCC7211	Genus	Atlantikopelagibacter	Pelagibacteraceae	703	1	2	2	2	topology_high	topology_high
HTCC7214	Genus	Atlantikopelagibacter	Pelagibacteraceae	702	1	3	3	3	topology_high	topology_high
HTCC7217	Genus	Atlantikopelagibacter	Pelagibacteraceae	703	1	2	2	2	topology_high	topology_high
HTCC8051	Genus	Accedentipelagibacter	Pelagibacteraceae	697	1	5	3	3	topology_high	topology_high
HTCC9022	Genus	Accedentipelagibacter	Pelagibacteraceae	696	1	6	4	4	topology_high	topology_high
HTCC9565	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
LSUCC0530	Genus	Fontibacterium	Fontibacteriaceae	1054	1	8	8	8	topology_high	topology_high
LSUCC0664	Genus	Elongatipelagibacter	Fontibacteriaceae	1045	1	9	7	7	topology_high	topology_high
LSUCC0723	Genus	Elongatipelagibacter	Fontibacteriaceae	1049	1	5	5	5	topology_high	topology_high
ME-17	Genus	Fontibacterium	Fontibacteriaceae	1058	0.99	2	2	2	topology_high	topology_high
ME-18	Genus	Fontibacterium	Fontibacteriaceae	1059	1	2	2	2	topology_high	topology_high
ME-20	Genus	Fontibacterium	Fontibacteriaceae	1059	1	2	2	2	topology_high	topology_high
ME-31	Genus	Fontibacterium	Fontibacteriaceae	1058	0.99	2	2	2	topology_high	topology_high
ME-33	Genus	Fontibacterium	Fontibacteriaceae	1057	0.99	3	3	3	topology_high	topology_high
MED1116	Genus	Elongatipelagibacter	Fontibacteriaceae	1046	1	8	6	6	topology_high	topology_high
MKE-138	Genus	Fontibacterium	Fontibacteriaceae	1060	1	2	2	2	topology_high	topology_high
MiE-29	Genus	Fontibacterium	Fontibacteriaceae	1060	1	2	2	2	topology_high	topology_high
NP1	Genus	Pelagibacter	Pelagibacteraceae	831	1	6	6	6	topology_high	topology_high
RIS-SAG-41	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
RS39	Genus	Tantillipelagibacter	Pelagibacteraceae	729	1	3	3	3	topology_high	topology_high
RS40	Genus	Superipelagibacter	Pelagibacteraceae	948	1	5	3	3	topology_high	topology_high
SAG-MED05	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1023	1	2	2	2	topology_high	topology_high
SAG-MED06	Genus	Accedentipelagibacter	Pelagibacteraceae	698	1	4	2	2	topology_high	topology_high
SAG-MED08	Genus	Angustipelagibacter	Pelagibacteraceae	681	1	4	4	4	topology_high	topology_high
SAG-MED11	Genus	Pantolocipelagibacter	Pelagibacteraceae	752	1	2	2	2	topology_high	topology_high
SAG-MED22	Genus	Angustipelagibacter	Pelagibacteraceae	689	1	5	3	3	topology_high	topology_high
SAG-MED28	Genus	Cosmipelagibacter	Cosmipelagibacteraceae	1002	1	2	2	2	topology_high	topology_high
SAG-MED50	Genus	Accedentipelagibacter	Pelagibacteraceae	698	1	4	2	2	topology_high	topology_high
SP27	Genus	Elongatipelagibacter	Fontibacteriaceae	1046	1	8	6	6	topology_high	topology_high
Uisw_090	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_092	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_094	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_099_02	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_101	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_104	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_106	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_113	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_114	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_116	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_121	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_127	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_130	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_136	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
Uisw_137	Genus	Pelagibacter	Pelagibacteraceae	822	0.97	23	7	7	topology_high	topology_high
