accession	orthogroup	match_type	gene_name	cog_gene	ko_name	pfam_names	gene_id	genome	ko_id	cog_id	pident
A0A6H1Q2R9	OG0000043	Close sequence match	WcaA	WcaA	dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	Glycos_transf_2,NTP_transferase	NP1_00662	NP1		COG0463	100
A0A6H1Q4G6	OG0000043	Close sequence match	WcaA	WcaA	dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	Glycos_transf_2,NTP_transferase	NP1_01283	NP1		COG0463	100
A0A6H1Q167	OG0000044	Close sequence match	PdxA	PdxA	No Annotation	PdxA	NP1_00513	NP1		COG1995	100
A0A6H1Q1A5	OG0000044	Close sequence match	PdxA	PdxA	No Annotation	PdxA	NP1_00456	NP1		COG1995	100
Q4FMQ9	OG0000044	Close sequence match	PdxA	PdxA	No Annotation	PdxA	HTCC1016_00647	HTCC1016		COG1995	100
A0A6H1Q307	OG0000045	Close sequence match	UbiE	TrmN6	No Annotation	Methyltransf_21,Methyltransf_4	NP1_00358	NP1		COG2226	100
A0A6H1Q3I6	OG0000045	Close sequence match		TrmN6	No Annotation	Methyltransf_21,Methyltransf_4	NP1_01287	NP1			100
Q4FLW3	OG0000045	Close sequence match		TrmN6	No Annotation	Methyltransf_21,Methyltransf_4	HTCC1062_01026	HTCC1062			100
Q4FN85	OG0000045	Close sequence match		TrmN6	No Annotation	Methyltransf_21,Methyltransf_4	HTCC1002_00735	HTCC1002			100
A0A6H1Q0P7	OG0000046	Close sequence match	FabG	FabG	2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]	adh_short_C2,adh_short	NP1_00341	NP1	K00059	COG1028	100
A0A6H1Q195	OG0000046	Close sequence match	FabG	FabG	2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]	adh_short_C2,adh_short	NP1_00446	NP1	K22185	COG1028	100
Q4FMB2	OG0000046	Close sequence match	FabG	FabG	2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]	adh_short_C2,adh_short	HTCC1002_00421	HTCC1002	K00059	COG1028	100
Q4FMJ8	OG0000046	Close sequence match	FabG	FabG	2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]	adh_short_C2,adh_short	HTCC1002_00504	HTCC1002	K22185	COG1028	100
A0A6H1Q3N6	OG0000047	Close sequence match	AdhE	AdhE	No Annotation	Aldedh,Pro_isomerase	NP1_01344	NP1		COG1012	100
Q1V060	OG0000047	Close sequence match	AdhE	AdhE	No Annotation	Aldedh,Pro_isomerase	HTCC1002_01331	HTCC1002		COG1012	100
A0A6H1Q288	OG0000048	Close sequence match		PhyH	protein O-GlcNAc transferase [EC:2.4.1.255]	2OG-FeII_Oxy_5,TPR_11,TPR_1,TPR_12,TPR_8	NP1_00472	NP1			100
A0A6H1Q3X7	OG0000048	Close sequence match		PhyH	protein O-GlcNAc transferase [EC:2.4.1.255]	2OG-FeII_Oxy_5,TPR_11,TPR_1,TPR_12,TPR_8	NP1_00828	NP1			100
Q1V2F3	OG0000048	Close sequence match		PhyH	protein O-GlcNAc transferase [EC:2.4.1.255]	2OG-FeII_Oxy_5,TPR_11,TPR_1,TPR_12,TPR_8	HTCC1002_00524	HTCC1002			100
Q4FML9	OG0000048	Close sequence match		PhyH	protein O-GlcNAc transferase [EC:2.4.1.255]	2OG-FeII_Oxy_5,TPR_11,TPR_1,TPR_12,TPR_8	HTCC1062_00762	HTCC1062			100
A0A6H1Q1M9	OG0000049	Close sequence match	ForC	NuoG	formate dehydrogenase major subunit [EC:1.17.1.9]	Molybdopterin,NADH-G_4Fe-4S_3,Fer2_4,NADH_dhqG_C,Molydop_binding,Fer4_9,Molybdop_Fe4S4,Rieske_3	NP1_00548	NP1	K00123	COG3383	100
Q1V282	OG0000049	Close sequence match	ForC	NuoG	formate dehydrogenase major subunit [EC:1.17.1.9]	Molybdopterin,NADH-G_4Fe-4S_3,Fer2_4,NADH_dhqG_C,Molydop_binding,Fer4_9,Molybdop_Fe4S4,Rieske_3	HTCC1002_00595	HTCC1002	K00123	COG3383	100
Q1V2T5	OG0000049	Close sequence match	NuoG	NuoG	formate dehydrogenase major subunit [EC:1.17.1.9]	Molybdopterin,NADH-G_4Fe-4S_3,Fer2_4,NADH_dhqG_C,Molydop_binding,Fer4_9,Molybdop_Fe4S4,Rieske_3	HTCC1002_00391	HTCC1002		COG1034	100
Q4FMU1	OG0000049	Close sequence match	ForC	NuoG	formate dehydrogenase major subunit [EC:1.17.1.9]	Molybdopterin,NADH-G_4Fe-4S_3,Fer2_4,NADH_dhqG_C,Molydop_binding,Fer4_9,Molybdop_Fe4S4,Rieske_3	HTCC1062_00690	HTCC1062	K00123	COG3383	100
A0A6H1Q2F9	OG0000050	Close sequence match	NuoF	NuoF	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	NADH_4Fe-4S,Complex1_51K,SLBB,2Fe-2S_thioredx	NP1_00547	NP1		COG1894	100
Q1V283	OG0000050	Close sequence match	NuoF	NuoF	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	NADH_4Fe-4S,Complex1_51K,SLBB,2Fe-2S_thioredx	HTCC1002_00594	HTCC1002		COG1894	100
Q1V2T4	OG0000050	Close sequence match	NuoF	NuoF	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	NADH_4Fe-4S,Complex1_51K,SLBB,2Fe-2S_thioredx	HTCC1002_00392	HTCC1002		COG1894	100
Q4FM86	OG0000050	Close sequence match	NuoF	NuoF	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	NADH_4Fe-4S,Complex1_51K,SLBB,2Fe-2S_thioredx	HTCC1062_00898	HTCC1062		COG1894	100
A0A6H1Q5F0	OG0000051	Close sequence match	MenH	MenH	haloacetate dehalogenase [EC:3.8.1.3]	Abhydrolase_1,Hydrolase_4,Abhydrolase_6,Ndr	NP1_01330	NP1		COG0596	100
Q1V074	OG0000051	Close sequence match	MenH	MenH	haloacetate dehalogenase [EC:3.8.1.3]	Abhydrolase_1,Hydrolase_4,Abhydrolase_6,Ndr	HTCC1002_01317	HTCC1002		COG0596	100
Q4FKZ2	OG0000051	Close sequence match	MenH	MenH	haloacetate dehalogenase [EC:3.8.1.3]	Abhydrolase_1,Hydrolase_4,Abhydrolase_6,Ndr	HTCC1016_01279	HTCC1016		COG0596	100
A4GK05	OG0000052	Close sequence match	DctQ	DctQ	C4-dicarboxylate transporter, DctM subunit	DctM	AG-891-C15_00009	AG-891-C15	K11690	COG1593	100
A0A6H1Q2C9	OG0000053	Close sequence match	PspE	PspE	No Annotation	Rhodanese	NP1_00383	NP1		COG0607	100
Q1V2L7	OG0000053	Close sequence match	PspE	PspE	No Annotation	Rhodanese	HTCC1002_00460	HTCC1002		COG0607	100
Q4FMF1	OG0000053	Close sequence match	PspE	PspE	No Annotation	Rhodanese	HTCC1062_00830	HTCC1062		COG0607	100
Q4FP96	OG0000053	Close sequence match	PspE	PspE	No Annotation	Rhodanese	HTCC1062_00171	HTCC1062		COG0607	100
A0A6H1Q2L9	OG0000054	Close sequence match	BetA	BetA	choline dehydrogenase [EC:1.1.99.1]	GMC_oxred_C,GMC_oxred_N	NP1_00344	NP1		COG2303	100
Q4FMB5	OG0000054	Close sequence match	BetA	BetA	choline dehydrogenase [EC:1.1.99.1]	GMC_oxred_C,GMC_oxred_N	HTCC1002_00424	HTCC1002		COG2303	100
A0A6H1Q433	OG0000055	Close sequence match	ArgD	ArgD	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	Aminotran_3,CTP_transf_3	NP1_00746	NP1	K00821	COG4992	100
Q1V1R4	OG0000055	Close sequence match	ArgD	ArgD	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	Aminotran_3,CTP_transf_3	HTCC1002_00769	HTCC1002	K00821	COG4992	100
Q4FNB5	OG0000055	Close sequence match	ArgD	ArgD	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	Aminotran_3,CTP_transf_3	HTCC1013_00414	HTCC1013	K00821	COG4992	100
A0A2S9SSQ0	OG0000056	Homologous structure reference	SpsE	SpsE	pseudaminic acid synthase [EC:2.5.1.97]	NeuB,SAF,Cupin_2,NAD_binding_8,AP_endonuc_2,CTP_transf_3,Amino_oxidase,HTH_24	AG-390-L03_00641	AG-390-L03	K18430	COG2089	77.2
A0A2S9TBD2	OG0000056	Homologous structure reference	SpsE	SpsE	pseudaminic acid synthase [EC:2.5.1.97]	NeuB,SAF,Cupin_2,NAD_binding_8,AP_endonuc_2,CTP_transf_3,Amino_oxidase,HTH_24	AG-390-L03_00641	AG-390-L03	K18430	COG2089	77.5
A0A2S9TKQ1	OG0000056	Homologous structure reference	SpsE	SpsE	pseudaminic acid synthase [EC:2.5.1.97]	NeuB,SAF,Cupin_2,NAD_binding_8,AP_endonuc_2,CTP_transf_3,Amino_oxidase,HTH_24	AG-390-L03_00641	AG-390-L03	K18430	COG2089	77.8
Q1V241	OG0000057	Close sequence match		PhyH	phytanoyl-CoA hydroxylase [EC:1.14.11.18]	PhyH	HTCC1002_00635	HTCC1002			100
A0A6H1Q1N3	OG0000058	Close sequence match	HisF	HisA	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	His_biosynth	NP1_00690	NP1		COG0107	100
Q4FNT6	OG0000058	Close sequence match	HisA	HisA	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	His_biosynth	HTCC1002_00950	HTCC1002	K01814	COG0106	100
A0A381WV85	OG0000059	Close sequence match	MviM	MviM	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	GFO_IDH_MocA,GFO_IDH_MocA_C,ox_reductase_C	AG-464-P13_00851	AG-464-P13		COG0673	90.1
A0A6H1Q1X7	OG0000060	Close sequence match	HisH	HisH	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	GATase,Peptidase_C26	NP1_00691	NP1		COG0118	100
Q4FNT5	OG0000060	Close sequence match	HisH	HisH	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	GATase,Peptidase_C26	HTCC1002_00949	HTCC1002	K02501	COG0118	100
A0A381S281	OG0000061	Close sequence match	CaiD	CaiD	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	ECH_1	ETNP2013_S02_SV82_300m_MAG_01_00319	ETNP2013_S02_SV82_300m_MAG_01		COG1024	100
Q4FL74	OG0000061	Close sequence match	CaiD	CaiD	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	ECH_1	HTCC1002_01397	HTCC1002		COG1024	100
Q1V1R7	OG0000062	Close sequence match	KdsB	KdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	CTP_transf_3	HTCC1002_00766	HTCC1002	K00979	COG1212	100
Q4FNB2	OG0000062	Close sequence match	KdsB	KdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	CTP_transf_3	HTCC1013_00411	HTCC1013	K00979	COG1212	100
A0A6H1Q2J5	OG0000063	Close sequence match	IlvD	IlvD	dihydroxy-acid dehydratase [EC:4.2.1.9]	ILVD_EDD	NP1_00445	NP1	K22186	COG0129	100
Q1UZ21	OG0000063	Close sequence match	IlvD	IlvD	dihydroxy-acid dehydratase [EC:4.2.1.9]	ILVD_EDD	HTCC1002_00317	HTCC1002	K01687	COG0129	100
Q4FM19	OG0000063	Close sequence match	IlvD	IlvD	dihydroxy-acid dehydratase [EC:4.2.1.9]	ILVD_EDD	HTCC1016_00869	HTCC1016	K01687	COG0129	100
Q4FMJ7	OG0000063	Close sequence match	IlvD	IlvD	dihydroxy-acid dehydratase [EC:4.2.1.9]	ILVD_EDD	HTCC1062_00784	HTCC1062	K22186	COG0129	100
Q4FP05	OG0000064	Close sequence match	GatA	GatA	amidase [EC:3.5.1.4]	Amidase	HTCC1002_01021	HTCC1002		COG0154	100
A0A6H1Q3C4	OG0000065	Close sequence match	LivF	LivF	branched-chain amino acid transport system ATP-binding protein	ABC_tran	NP1_01322	NP1	K01996	COG0410	100
Q1V082	OG0000065	Close sequence match	LivF	LivF	branched-chain amino acid transport system ATP-binding protein	ABC_tran	HTCC1002_01309	HTCC1002	K01996	COG0410	100
Q4FKY4	OG0000065	Close sequence match	LivF	LivF	branched-chain amino acid transport system ATP-binding protein	ABC_tran	HTCC1013_01194	HTCC1013	K01996	COG0410	100
A0A6H1Q306	OG0000066	Close sequence match	EamA	EamA	S-adenosylmethionine uptake transporter	EamA	NP1_01096	NP1	K15270	COG0697	100
Q4FP81	OG0000066	Close sequence match	EamA	EamA	S-adenosylmethionine uptake transporter	EamA	HTCC1002_01097	HTCC1002	K15270	COG0697	100
A0A6H1Q5M6	OG0000067	Close sequence match	DegQ	DegQ	serine protease Do [EC:3.4.21.107]	Trypsin_2,PDZ_2,Peptidase_M50,PDZ_6,PDZ,TPR_8,MORN,Trypsin,TPR_7,TPR_17	NP1_01292	NP1	K04771	COG0265	100
Q1V0B0	OG0000067	Close sequence match	DegQ	DegQ	serine protease Do [EC:3.4.21.107]	Trypsin_2,PDZ_2,Peptidase_M50,PDZ_6,PDZ,TPR_8,MORN,Trypsin,TPR_7,TPR_17	HTCC1002_01281	HTCC1002	K04771	COG0265	100
Q4FPN0	OG0000067	Close sequence match	DegQ	DegQ	serine protease Do [EC:3.4.21.107]	Trypsin_2,PDZ_2,Peptidase_M50,PDZ_6,PDZ,TPR_8,MORN,Trypsin,TPR_7,TPR_17	HTCC1013_01222	HTCC1013	K04771	COG0265	100
A0A6H1Q234	OG0000068	Close sequence match			putative tricarboxylic transport membrane protein	TctA	NP1_00009	NP1	K07793	COG3333	100
A0A6H1Q299	OG0000068	Close sequence match			putative tricarboxylic transport membrane protein	TctA	NP1_00352	NP1	K07793	COG3333	100
Q1UZT9	OG0000068	Close sequence match			putative tricarboxylic transport membrane protein	TctA	HTCC1002_00043	HTCC1002	K07793	COG3333	100
Q4FLD0	OG0000068	Close sequence match			putative tricarboxylic transport membrane protein	TctA	HTCC1013_01048	HTCC1013	K07793	COG3333	100
Q1V1Z8	OG0000069	Close sequence match	TktA	TktA	transketolase [EC:2.2.1.1]	Transketolase_N,Transket_pyr,Transketolase_C,Gp_dh_N,Gp_dh_C,5-FTHF_cyc-lig,KilA-N,DXP_synthase_N	HTCC1002_00679	HTCC1002	K00615	COG0021	100
Q4FN31	OG0000069	Close sequence match	TktA	TktA	transketolase [EC:2.2.1.1]	Transketolase_N,Transket_pyr,Transketolase_C,Gp_dh_N,Gp_dh_C,5-FTHF_cyc-lig,KilA-N,DXP_synthase_N	HTCC1062_00600	HTCC1062	K00615	COG0021	100
Q4FN81	OG0000069	Close sequence match	TktA1	TktA	transketolase [EC:2.2.1.1]	Transketolase_N,Transket_pyr,Transketolase_C,Gp_dh_N,Gp_dh_C,5-FTHF_cyc-lig,KilA-N,DXP_synthase_N	HTCC1002_00731	HTCC1002	K00615	COG3959	100
A0A6H1Q351	OG0000070	Close sequence match			large repetitive protein	Autotransporter,Big_5,Cadherin_4,Big_9,DUF4347,Laminin_G_3,Lactonase,F5_F8_type_C,Lectin_C,He_PIG,DUF285,PD40,Gly_rich,Big_12	NP1_01244	NP1		COG4625	100
Q1V0E9	OG0000070	Close sequence match			large repetitive protein	Autotransporter,Big_5,Cadherin_4,Big_9,DUF4347,Laminin_G_3,Lactonase,F5_F8_type_C,Lectin_C,He_PIG,DUF285,PD40,Gly_rich,Big_12	HTCC1002_01239	HTCC1002		COG4625	100
A0A6H1Q3N3	OG0000071	Close sequence match	FadB	FadB	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	3HCDH,3HCDH_N,ECH_1,ECH_2	NP1_01339	NP1	K07516	COG1250	100
Q1V065	OG0000071	Close sequence match	FadB	FadB	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	3HCDH,3HCDH_N,ECH_1,ECH_2	HTCC1002_01326	HTCC1002	K07516	COG1250	100
Q4FL01	OG0000071	Close sequence match	FadB	FadB	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	3HCDH,3HCDH_N,ECH_1,ECH_2	HTCC1062_01344	HTCC1062	K07516	COG1250	100
A0A6H1Q2Y8	OG0000072	Close sequence match	FcbT1	FcbT1	TRAP-type transport system periplasmic protein	DctP	NP1_00338	NP1		COG4663	100
Q4FL44	OG0000072	Close sequence match	DctP	FcbT1	TRAP-type transport system periplasmic protein	DctP	HTCC1062_01302	HTCC1062		COG1638	100
Q4FMA9	OG0000072	Close sequence match	FcbT1	FcbT1	TRAP-type transport system periplasmic protein	DctP	HTCC1002_00418	HTCC1002		COG4663	100
A0A6H1Q393	OG0000073	Close sequence match	PanB	PanB	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	Pantoate_transf	NP1_00573	NP1	K00606	COG0413	100
Q1V263	OG0000073	Close sequence match	PanB	PanB	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	Pantoate_transf	HTCC1002_00613	HTCC1002	K00606	COG0413	100
Q4FMW6	OG0000073	Close sequence match	PanB	PanB	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	Pantoate_transf	HTCC1062_00665	HTCC1062	K00606	COG0413	100
A0A6H1Q2J9	OG0000074	Close sequence match	MenE	MenE	3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	AMP-binding,AMP-binding_C	NP1_01034	NP1	K20034	COG0318	100
Q1V104	OG0000074	Close sequence match	MenE	MenE	3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	AMP-binding,AMP-binding_C	HTCC1002_01035	HTCC1002	K20034	COG0318	100
Q4FP19	OG0000074	Close sequence match	MenE	MenE	3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	AMP-binding,AMP-binding_C	HTCC1013_00688	HTCC1013	K20034	COG0318	100
A0A6H1Q235	OG0000075	Close sequence match	WcaG	WcaG	UDP-glucose 4-epimerase [EC:5.1.3.2]	Epimerase,GDP_Man_Dehyd,Ribosomal_L36	NP1_00714	NP1		COG0451	100
A0A6H1Q343	OG0000075	Close sequence match	WcaG	WcaG	UDP-glucose 4-epimerase [EC:5.1.3.2]	Epimerase,GDP_Man_Dehyd,Ribosomal_L36	NP1_00654	NP1		COG0451	100
Q4FN46	OG0000075	Close sequence match	WcaG	WcaG	UDP-glucose 4-epimerase [EC:5.1.3.2]	Epimerase,GDP_Man_Dehyd,Ribosomal_L36	HTCC1002_00696	HTCC1002		COG0451	100
A0A6H1Q3S9	OG0000076	Close sequence match	RhtB	RhtB	cysteine/O-acetylserine efflux protein	LysE	NP1_01347	NP1	K11249	COG1280	100
Q1V053	OG0000076	Close sequence match	RhtB	RhtB	cysteine/O-acetylserine efflux protein	LysE	HTCC1002_01338	HTCC1002	K11249	COG1280	100
Q1V169	OG0000077	Close sequence match		HgdB	No Annotation	Sulfotransfer_1,Acetyltransf_1,Sulfotransfer_3	HTCC1002_00970	HTCC1002			100
Q1V1A6	OG0000077	Close sequence match		HgdB	No Annotation	Sulfotransfer_1,Acetyltransf_1,Sulfotransfer_3	HTCC1002_00932	HTCC1002			100
Q4FLB7	OG0000077	Close sequence match		HgdB	No Annotation	Sulfotransfer_1,Acetyltransf_1,Sulfotransfer_3	HTCC1062_01228	HTCC1062			100
Q4FNV5	OG0000077	Close sequence match		HgdB	No Annotation	Sulfotransfer_1,Acetyltransf_1,Sulfotransfer_3	HTCC1062_00312	HTCC1062			100
A0A6H1Q552	OG0000078	Close sequence match	EutG	EutG	No Annotation	Fe-ADH	NP1_01380	NP1		COG1454	100
Q1V020	OG0000078	Close sequence match	EutG	EutG	No Annotation	Fe-ADH	HTCC1016_01226	HTCC1016		COG1454	100
Q4FL47	OG0000078	Close sequence match	EutG	EutG	No Annotation	Fe-ADH	HTCC1062_01299	HTCC1062		COG1454	100
Q1V131	OG0000079	Close sequence match	GlcD	GlcD	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	FAD-oxidase_C,FAD_binding_4,Fer4_8,CCG	HTCC1002_01008	HTCC1002	K00104	COG0277	100
Q4FNZ0	OG0000079	Close sequence match	GlcD	GlcD	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	FAD-oxidase_C,FAD_binding_4,Fer4_8,CCG	HTCC1013_00659	HTCC1013	K00104	COG0277	100
A0A381ZAR5	OG0000080	Close sequence match	GcvT	GcvT	dimethylglycine dehydrogenase [EC:1.5.8.4]	GCV_T_C,GCV_T,DAO,FAO_M	ETNP2013_S02_SV82_300m_MAG_01_00233	ETNP2013_S02_SV82_300m_MAG_01		COG0404	98.7
A0A6H1Q417	OG0000080	Close sequence match	GcvT	GcvT	dimethylglycine dehydrogenase [EC:1.5.8.4]	GCV_T_C,GCV_T,DAO,FAO_M	NP1_01440	NP1		COG0404	100
Q1UZV6	OG0000080	Close sequence match	GcvT	GcvT	dimethylglycine dehydrogenase [EC:1.5.8.4]	GCV_T_C,GCV_T,DAO,FAO_M	HTCC1002_00025	HTCC1002		COG0404	100
Q4FLB1	OG0000080	Close sequence match	GcvT	GcvT	dimethylglycine dehydrogenase [EC:1.5.8.4]	GCV_T_C,GCV_T,DAO,FAO_M	HTCC1062_01235	HTCC1062		COG0404	100
A0A6H1Q301	OG0000081	Close sequence match	IlvE	IlvE	branched-chain amino acid aminotransferase [EC:2.6.1.42]	Aminotran_4	NP1_01192	NP1	K00826	COG0115	100
Q4FPH9	OG0000081	Close sequence match	IlvE	IlvE	branched-chain amino acid aminotransferase [EC:2.6.1.42]	Aminotran_4	HTCC1002_01195	HTCC1002	K00826	COG0115	100
A0A6H1Q065	OG0000082	Close sequence match	EamA	EamA	No Annotation	EamA	NP1_00034	NP1		COG0697	100
A0A6H1Q129	OG0000082	Close sequence match	EamA	EamA	No Annotation	EamA	NP1_00474	NP1		COG0697	100
Q1V2F1	OG0000082	Close sequence match	EamA	EamA	No Annotation	EamA	HTCC1002_00526	HTCC1002		COG0697	100
Q4FMM1	OG0000082	Close sequence match	EamA	EamA	No Annotation	EamA	HTCC1062_00760	HTCC1062		COG0697	100
A0A6H1Q3G8	OG0000083	Close sequence match	MnmE	MnmE	tRNA modification GTPase [EC:3.6.-.-]	MMR_HSR1,MnmE_helical,TrmE_N,KH_2,KH_dom-like,Tim44	NP1_00928	NP1	K03650	COG0486	100
Q1V1A8	OG0000083	Close sequence match	MnmE	MnmE	tRNA modification GTPase [EC:3.6.-.-]	MMR_HSR1,MnmE_helical,TrmE_N,KH_2,KH_dom-like,Tim44	HTCC1002_00930	HTCC1002	K03650	COG0486	100
Q4FNR7	OG0000083	Close sequence match	MnmE	MnmE	tRNA modification GTPase [EC:3.6.-.-]	MMR_HSR1,MnmE_helical,TrmE_N,KH_2,KH_dom-like,Tim44	HTCC1062_00351	HTCC1062	K03650	COG0486	100
A0A6H1Q561	OG0000084	Close sequence match		GlpR	No Annotation	HTH_DeoR,HTH_IclR	NP1_01230	NP1			100
Q4FL86	OG0000084	Close sequence match	Lrp	GlpR	No Annotation	HTH_DeoR,HTH_IclR	HTCC1062_01260	HTCC1062		COG1522	100
Q4FPP8	OG0000084	Close sequence match		GlpR	No Annotation	HTH_DeoR,HTH_IclR	HTCC1016_01362	HTCC1016		COG2512	100
Q4FMD0	OG0000085	Close sequence match	UxaA	UxaA	(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	GD_AH_C,SAF,TPP_enzyme_M,TPP_enzyme_C,TPP_enzyme_N	HTCC1002_00439	HTCC1002	K16846	COG2721	100
A0A6H1Q1A0	OG0000086	Close sequence match	DctP	DctP	TRAP-type transport system periplasmic protein	DctP,Aldedh	NP1_00411	NP1	K21395	COG1638	100
A4GK03	OG0000086	Close sequence match	DctP	DctP	TRAP-type transport system periplasmic protein	DctP,Aldedh	AG-892-L05_00043	AG-892-L05	K21395	COG1638	100
A0A6H1Q363	OG0000087	Close sequence match	AraD	AraD	L-fuculose-phosphate aldolase [EC:4.1.2.17]	Aldolase_II	NP1_00676	NP1		COG0235	100
A4GJL5	OG0000087	Close sequence match	AraD	AraD	L-fuculose-phosphate aldolase [EC:4.1.2.17]	Aldolase_II	AG-899-O02_00632	AG-899-O02		COG0235	100
A0A6H1Q273	OG0000088	Close sequence match	PgaB	PgaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	Polysacc_deac_1	NP1_00899	NP1	K21478	COG0726	100
Q1V1D8	OG0000088	Close sequence match	PgaB	PgaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	Polysacc_deac_1	HTCC1002_00901	HTCC1002	K21478	COG0726	100
Q4FLW8	OG0000088	Close sequence match	PgaB	PgaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	Polysacc_deac_1	HTCC1062_01021	HTCC1062		COG0726	100
A0A6H1Q1S0	OG0000089	Close sequence match	TauE	TauE	uncharacterized protein	TauE	NP1_00025	NP1	K07090	COG0730	100
Q1UZT0	OG0000089	Close sequence match	TauE	TauE	uncharacterized protein	TauE	HTCC1002_00052	HTCC1002	K07090	COG0730	100
A0A6H1Q478	OG0000090	Close sequence match	SucD	SucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	Ligase_CoA,CoA_binding,GFO_IDH_MocA	NP1_01045	NP1	K01902	COG0074	100
Q1V0Z3	OG0000090	Close sequence match	SucD	SucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	Ligase_CoA,CoA_binding,GFO_IDH_MocA	HTCC1002_01046	HTCC1002	K01902	COG0074	100
Q4FP30	OG0000090	Close sequence match	SucD	SucD	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	Ligase_CoA,CoA_binding,GFO_IDH_MocA	HTCC1013_00705	HTCC1013	K01902	COG0074	100
Q1V160	OG0000091	Close sequence match		PqqL	No Annotation	SHOCT,LPAM_1	HTCC1002_00979	HTCC1002			100
A0A6H1Q2K8	OG0000092	Close sequence match	SucC	SucC	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	Ligase_CoA,ATP-grasp_2	NP1_01044	NP1	K01903	COG0045	100
Q1V0Z4	OG0000092	Close sequence match	SucC	SucC	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	Ligase_CoA,ATP-grasp_2	HTCC1002_01045	HTCC1002	K01903	COG0045	100
Q4FP29	OG0000092	Close sequence match	SucC	SucC	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	Ligase_CoA,ATP-grasp_2	HTCC1062_00238	HTCC1062	K01903	COG0045	100
A0A6H1Q1Z0	OG0000093	Close sequence match	WecE	WecE	perosamine synthetase [EC:2.6.1.102]	DegT_DnrJ_EryC1,CBS,Aminotran_5,Formyl_trans_N,Acetyltransf_1,RmlD_sub_bind,N_formyltrans_C	NP1_00707	NP1		COG0399	100
A0A6H1Q2B5	OG0000093	Close sequence match	WecE	WecE	perosamine synthetase [EC:2.6.1.102]	DegT_DnrJ_EryC1,CBS,Aminotran_5,Formyl_trans_N,Acetyltransf_1,RmlD_sub_bind,N_formyltrans_C	NP1_00709	NP1		COG0399	100
A0A6H1Q379	OG0000093	Close sequence match	WecE	WecE	perosamine synthetase [EC:2.6.1.102]	DegT_DnrJ_EryC1,CBS,Aminotran_5,Formyl_trans_N,Acetyltransf_1,RmlD_sub_bind,N_formyltrans_C	NP1_01285	NP1		COG0399	100
