id	prokka_seq_name	COG_ID	COG_GENE_NAME	COG_NAME	COG_LETTER	KO	ko_definition
OG171	hypothetical protein	COG3748	NA	Uncharacterized membrane protein	S	NA	NA
OG172	DNA polymerase III subunit epsilon	COG0847	DnaQ	"DNA polymerase III, epsilon subunit or related 3'-5' exonuclease"	L	K02342	DNA polymerase III subunit epsilon
OG173	Ribosome-binding ATPase YchF	COG0012	GTP1	"Ribosome-binding ATPase YchF, GTP1/OBG family"	J	K06942	ribosome-binding ATPase
OG174	hypothetical protein	COG0849	FtsA	Aldehyde:ferredoxin oxidoreductase	C	K00737	"beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
OG175	tRNA pseudouridine synthase A	COG0101	TruA	"tRNA U38,U39,U40 pseudouridine synthase TruA"	J	K06173	tRNA pseudouridine38-40 synthase
OG176	Glutamine transport ATP-binding protein GlnQ	COG1126	GlnQ	"ABC-type polar amino acid transport system, ATPase component"	E	K09972	general L-amino acid transport system ATP-binding protein
OG177	Inosine-5'-monophosphate dehydrogenase	COG0516	GuaB	IMP dehydrogenase/GMP reductase	F	K00088	IMP dehydrogenase
OG178	Holliday junction ATP-dependent DNA helicase RuvB	COG2812	DnaX	"DNA polymerase III, gamma/tau subunits"	L	K02343	DNA polymerase III subunit gamma/tau
OG179	Ubiquinone biosynthesis O-methyltransferase	COG2227	UbiG	"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase"	H	K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase
OG180	Carboxy-terminal processing protease CtpB	COG0793	CtpA	"C-terminal processing protease CtpA/Prc, contains a PDZ domain"	O	K03797	carboxyl-terminal processing protease
OG181	Cytochrome b/c1	COG2857	CYT1	Cytochrome c1	C	K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit
OG182	Adenylosuccinate synthetase	COG0104	PurA	Adenylosuccinate synthase	F	K01939	adenylosuccinate synthase
OG183	Nucleoid-associated protein YbaB	COG0718	YbaB	DNA-binding nucleoid-associated protein YbaB/EfbC	K	K09747	nucleoid-associated protein EbfC
OG184	Protein translocase subunit SecA	COG0653	SecA	"Preprotein translocase subunit SecA (ATPase, RNA helicase)"	U	K03070	preprotein translocase subunit SecA
OG185	Shikimate dehydrogenase (NADP(+))	COG0169	AroE	Shikimate 5-dehydrogenase	E	K00014	shikimate dehydrogenase
OG186	Coenzyme A biosynthesis bifunctional protein CoaBC	COG0452	CoaBC	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC	H	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase
OG187	Recombination protein RecR	COG0353	RecR	Recombinational DNA repair protein RecR	L	K06187	recombination protein RecR
OG188	hypothetical protein	COG3333	NA	TctA family transporter	R	K07793	putative tricarboxylic transport membrane protein
OG189	DNA gyrase subunit A	COG0188	GyrA	"DNA gyrase/topoisomerase IV, subunit A"	L	K02469	DNA gyrase subunit A
OG190	Guanylate kinase	COG0194	Gmk	Guanylate kinase	F	K00942	guanylate kinase
OG191	ATP synthase epsilon chain	COG0355	AtpC	"FoF1-type ATP synthase, epsilon subunit"	C	K02114	F-type H+-transporting ATPase subunit epsilon
OG192	ATP synthase subunit beta	COG0055	AtpD	"FoF1-type ATP synthase, beta subunit"	C	K02112	F-type H+/Na+-transporting ATPase subunit beta
OG193	Polyribonucleotide nucleotidyltransferase	COG1185	Pnp	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	J	K00962	polyribonucleotide nucleotidyltransferase
OG194	Homoserine O-acetyltransferase	COG2021	MET2	Homoserine O-acetyltransferase	E	K00641	homoserine O-acetyltransferase/O-succinyltransferase
OG195	DNA polymerase I	COG0749	PolA	"DNA polymerase I, 3'-5' exonuclease and polymerase domains"	L	K02335	DNA polymerase I
OG196	Aerobic cobaltochelatase subunit CobT	COG4547	CobT2	Cobalamin biosynthesis cobaltochelatase CobT subunit	H	K09883	cobaltochelatase CobT
OG197	Cytochrome c oxidase subunit 1	COG0843	CyoB	"Heme/copper-type cytochrome/quinol oxidase, subunit 1"	C	K02274	cytochrome c oxidase subunit I
OG198	Cytochrome b/c1	COG1290	QcrB/PetB	Cytochrome b subunit of the bc complex	C	K00412	ubiquinol-cytochrome c reductase cytochrome b subunit
OG199	Biopolymer transport protein ExbD	COG0848	ExbD	Biopolymer transport protein ExbD	U	K03560	biopolymer transport protein TolR
OG200	Primosomal protein N'	COG1198	PriA	Primosomal protein N' (replication factor Y) - superfamily II helicase	L	K04066	primosomal protein N' (replication factor Y) (superfamily II helicase)
OG201	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	COG2226	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	H	K03183	"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase"
OG202	Peroxiredoxin	COG0678	AHP1	Peroxiredoxin	O	K24138	glutaredoxin/glutathione-dependent peroxiredoxin
OG203	Gamma-glutamyl phosphate reductase	COG0014	ProA	Gamma-glutamyl phosphate reductase	E	K00147	glutamate-5-semialdehyde dehydrogenase
OG204	Dihydrofolate synthase/folylpolyglutamate synthase	COG0285	FolC	Folylpolyglutamate synthase/Dihydropteroate synthase	H	K11754	dihydrofolate synthase / folylpolyglutamate synthase
OG205	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	COG0825	AccA	Acetyl-CoA carboxylase alpha subunit	I	K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha
OG206	Aspartate kinase	COG0527	MetL1	Aspartate kinase	E	K00928	aspartate kinase
OG207	Disulfide bond formation protein D	COG1651	DsbG	Protein thiol-disulfide isomerase DsbC	O	NA	NA
OG208	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	COG0511	AccB	Biotin carboxyl carrier protein	I	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein
OG209	ATP synthase subunit alpha	COG0056	AtpA	"FoF1-type ATP synthase, alpha subunit"	C	K02111	F-type H+/Na+-transporting ATPase subunit alpha
OG210	Translation initiation factor IF-2	COG0532	InfB	"Translation initiation factor IF-2, a GTPase"	J	K02519	translation initiation factor IF-2
OG211	Ribosomal silencing factor RsfS	COG0799	RsfS	"Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits"	J	K09710	ribosome-associated protein
OG212	Aerobic cobaltochelatase subunit CobS	COG0714	MoxR	MoxR-like ATPase	R	K09882	cobaltochelatase CobS
OG213	Chaperone protein DnaK	COG0443	DnaK	Molecular chaperone DnaK (HSP70)	O	K04043	molecular chaperone DnaK
OG214	Tol-Pal system protein TolQ	COG0811	TolQ	Biopolymer transport protein ExbB/TolQ	U	K03562	biopolymer transport protein TolQ
OG215	Dihydroorotate dehydrogenase (quinone)	COG0167	PyrD	Dihydroorotate dehydrogenase	F	K00254	dihydroorotate dehydrogenase
OG216	50S ribosomal protein L28	COG0227	RpmB	Ribosomal protein L28	J	K02902	large subunit ribosomal protein L28
OG217	Cytochrome c oxidase subunit 2	COG1622	CyoA	"Heme/copper-type cytochrome/quinol oxidase, subunit 2"	C	K02275	cytochrome c oxidase subunit II
OG218	putative FAD-linked oxidoreductase	COG0277	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	K00102	D-lactate dehydrogenase (cytochrome)
OG219	Bifunctional protein FolD protein	COG0190	FolD	"5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase"	H	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase
OG220	Aspartate--tRNA ligase	COG0173	AspS	Aspartyl-tRNA synthetase	J	K01876	aspartyl-tRNA synthetase
OG221	Chorismate synthase	COG0082	AroC	Chorismate synthase	E	K01736	chorismate synthase
OG222	Translation initiation factor IF-3	COG0290	InfC	Translation initiation factor IF-3	J	K02520	translation initiation factor IF-3
OG223	Bifunctional methionine biosynthesis protein MetXA/MetW	COG2226	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	H	NA	NA
OG224	hypothetical protein	COG0739	NlpD	"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain"	M	K19304	murein DD-endopeptidase
OG225	hypothetical protein	COG5352	NA	Uncharacterized conserved protein	S	K13583	GcrA cell cycle regulator
OG226	3-dehydroquinate dehydratase	COG0757	AroQ	3-dehydroquinate dehydratase	E	K03786	3-dehydroquinate dehydratase II
OG227	D-alanine--D-alanine ligase B	COG1181	DdlA	D-alanine-D-alanine ligase or related ATP-grasp enzyme	M	K01921	D-alanine-D-alanine ligase
OG228	hypothetical protein	COG1033	MMPL	"Predicted exporter protein, RND superfamily"	R	K07003	uncharacterized protein
OG229	Tryptophan synthase alpha chain	COG0159	TrpA	Tryptophan synthase alpha chain	E	K01695	tryptophan synthase alpha chain
OG230	hypothetical protein	COG2236	Hpt1	Hypoxanthine phosphoribosyltransferase	H	K07101	uncharacterized protein
OG231	Ubiquinol-cytochrome c reductase iron-sulfur subunit	COG0723	QcrA/PetC	Rieske Fe-S protein	C	K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit
OG232	"Phosphoglycolate phosphatase, chromosomal"	COG0546	Gph	"Phosphoglycolate phosphatase, HAD superfamily"	C	K01091	phosphoglycolate phosphatase
OG233	Adenylate kinase	COG0563	Adk	Adenylate kinase or related kinase	F	K00939	adenylate kinase
OG234	Protein translocase subunit SecY	COG0201	SecY	Preprotein translocase subunit SecY	U	K03076	preprotein translocase subunit SecY
OG235	Transcription termination/antitermination protein NusA	COG0195	NusA	"Transcription antitermination factor NusA, contains S1 and KH domains"	K	K02600	transcription termination/antitermination protein NusA
OG236	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	COG0777	AccD	Acetyl-CoA carboxylase beta subunit	I	K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta
OG237	N-acetylmuramate alpha-1-phosphate uridylyltransferase	COG1208	GCD1	"NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s"	J	K00992	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase
OG238	Signal recognition particle receptor FtsY	COG0552	FtsY	Signal recognition particle GTPase FtsY	U	K03110	fused signal recognition particle receptor
OG239	Acyl carrier protein	COG0236	AcpP	Acyl carrier protein	I	K02078	acyl carrier protein
OG240	Phytoene desaturase (lycopene-forming)	COG1233	YobN	Phytoene dehydrogenase-related protein	Q	K10027	phytoene desaturase
OG241	50S ribosomal protein L20	COG0292	RplT	Ribosomal protein L20	J	K02887	large subunit ribosomal protein L20
OG242	Threonine--tRNA ligase	COG0441	ThrS	Threonyl-tRNA synthetase	J	K01868	threonyl-tRNA synthetase
OG243	30S ribosomal protein S15	COG0184	RpsO	Ribosomal protein S15P/S13E	J	K02956	small subunit ribosomal protein S15
OG244	hypothetical protein	COG0859	RfaF	ADP-heptose:LPS heptosyltransferase	M	NA	NA
OG245	Diaminopimelate epimerase	COG0253	DapF	Diaminopimelate epimerase	E	K01778	diaminopimelate epimerase
OG246	Argininosuccinate synthase	COG0137	ArgG	Argininosuccinate synthase	E	K01940	argininosuccinate synthase
OG247	hypothetical protein	COG4395	Tim44	"Predicted lipid-binding transport protein, Tim44 family"	I	NA	NA
OG248	Ribosomal large subunit pseudouridine synthase D	COG0564	RluA	"Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific"	J	K06180	23S rRNA pseudouridine1911/1915/1917 synthase
OG249	hypothetical protein	COG1216	WcaE	"Glycosyltransferase, GT2 family"	G	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
OG250	Ribosome-binding factor A	COG0858	RbfA	Ribosome-binding factor RbfA	J	K02834	ribosome-binding factor A
OG251	hypothetical protein	COG0398	TVP38	"Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family"	S	NA	NA
OG252	Release factor glutamine methyltransferase	COG2890	HemK	Methylase of polypeptide chain release factors	J	K02493	release factor glutamine methyltransferase
OG253	hypothetical protein	COG0457	PhyH	"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family"	R	K07126	protein O-GlcNAc transferase
OG254	Cytochrome c-552	COG3474	Cyc7	Cytochrome c2	C	K08738	cytochrome c
OG255	Arginine biosynthesis bifunctional protein ArgJ	COG1364	ArgJ	Glutamate N-acetyltransferase (ornithine transacetylase)	E	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase
OG256	Cytochrome c oxidase subunit 3	COG1845	CyoC	"Heme/copper-type cytochrome/quinol oxidase, subunit 3"	C	K02276	cytochrome c oxidase subunit III
OG257	Signal recognition particle protein	COG0541	Ffh	Signal recognition particle GTPase	U	K03106	signal recognition particle subunit SRP54
OG258	Peptidyl-tRNA hydrolase	COG0193	Pth	Peptidyl-tRNA hydrolase	J	K01056	"peptidyl-tRNA hydrolase, PTH1 family"
OG259	ATP-dependent DNA helicase PcrA	COG0210	UvrD	Superfamily I DNA or RNA helicase	L	K03657	ATP-dependent DNA helicase UvrD/PcrA
OG260	50S ribosomal protein L35	COG0291	RpmI	Ribosomal protein L35	J	K02916	large subunit ribosomal protein L35
OG261	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	COG2171	DapD	Tetrahydrodipicolinate N-succinyltransferase	E	K00674	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
OG262	"CMP-N,N'-diacetyllegionaminic acid synthase"	COG1083	NeuA	"CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family"	M	K18431	"CMP-N,N'-diacetyllegionaminic acid synthase"
OG263	Malonyl CoA-acyl carrier protein transacylase	COG0331	FabD	Malonyl CoA-acyl carrier protein transacylase	I	K00645	[acyl-carrier-protein] S-malonyltransferase
OG264	Bifunctional chorismate mutase/prephenate dehydratase	COG0077	PheA2	Prephenate dehydratase	E	K04518	prephenate dehydratase
OG265	Queuosine precursor transporter	COG1738	YhhQ	"Queuosine precursor transporter YhhQ, DUF165 family"	J	K09125	queuosine precursor transporter
OG266	3-isopropylmalate dehydratase large subunit	COG0065	LeuC	Homoaconitase/3-isopropylmalate dehydratase large subunit	E	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit
OG267	Cation/acetate symporter ActP	COG4147	ActP	Na+(or H+)/acetate symporter ActP	C	K14393	cation/acetate symporter
OG268	hypothetical protein	COG2840	SmrA	"DNA-nicking endonuclease, Smr domain"	L	K03667	ATP-dependent HslUV protease ATP-binding subunit HslU
OG269	Ribosomal RNA small subunit methyltransferase A	COG0030	RsmA	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	J	K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase
OG270	2-methylcitrate synthase	COG0372	GltA	Citrate synthase	C	K01647	citrate synthase
OG271	hypothetical protein	COG3807	SH3	SH3-like domain	S	NA	NA
OG272	Sensor histidine kinase RegB	COG0642	BaeS	Signal transduction histidine kinase	T	K15011	"two-component system, sensor histidine kinase RegB"
OG273	30S ribosomal protein S1	COG0539	RpsA	Ribosomal protein S1	J	K02945	small subunit ribosomal protein S1
OG274	Protein translocase subunit SecD	COG0342	SecD	Preprotein translocase subunit SecD	U	K03072	preprotein translocase subunit SecD
OG275	Chromosome partition protein Smc	COG1196	Smc	Chromosome segregation ATPase Smc	D	K03529	chromosome segregation protein
OG276	hypothetical protein	COG1825	RplY	Ribosomal protein L25 (general stress protein Ctc)	J	K02897	large subunit ribosomal protein L25
OG277	Allantoinase	COG0044	AllB	Dihydroorotase or related cyclic amidohydrolase	F	K01465	dihydroorotase
OG278	Photosynthetic apparatus regulatory protein RegA	COG4567	AtoC	"DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains"	T	K15012	"two-component system, response regulator RegA"
OG279	10 kDa chaperonin 1	COG0234	GroES	Co-chaperonin GroES (HSP10)	O	K04078	chaperonin GroES
OG280	Orotidine 5'-phosphate decarboxylase	COG0284	PyrF	Orotidine-5'-phosphate decarboxylase	F	K01591	orotidine-5'-phosphate decarboxylase
OG281	3-dehydroquinate synthase	COG0337	AroB	3-dehydroquinate synthetase	E	K01735	3-dehydroquinate synthase
OG282	Protein translocase subunit SecF	COG0341	SecF	Preprotein translocase subunit SecF	U	K03074	preprotein translocase subunit SecF
OG283	(S)-2-haloacid dehalogenase	COG1011	YigB	"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)"	H	K01560	2-haloacid dehalogenase
OG284	Dephospho-CoA kinase	COG0237	CoaE	Dephospho-CoA kinase	H	K00859	dephospho-CoA kinase
OG285	Histidine biosynthesis bifunctional protein HisB	COG0131	HisB2	Imidazoleglycerol phosphate dehydratase HisB	E	K01693	imidazoleglycerol-phosphate dehydratase
OG286	Chromosomal replication initiator protein DnaA	COG0593	DnaA	Chromosomal replication initiation ATPase DnaA	L	K02313	chromosomal replication initiator protein
OG287	Ureidoglycolate lyase	COG0179	YcgM	"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)"	Q	K18336	"2,4-didehydro-3-deoxy-L-rhamnonate hydrolase"
OG288	UvrABC system protein A	COG0178	UvrA	Excinuclease UvrABC ATPase subunit	L	K03701	excinuclease ABC subunit A
OG289	Ribosomal RNA large subunit methyltransferase E	COG0293	RlmE	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ	J	K02427	23S rRNA (uridine2552-2'-O)-methyltransferase
OG290	Glutamate--tRNA ligase	COG0008	GlnS	Glutamyl- or glutaminyl-tRNA synthetase	J	K01885	glutamyl-tRNA synthetase
OG291	Adenosylhomocysteinase	COG0499	SAM1	S-adenosylhomocysteine hydrolase	H	K01251	adenosylhomocysteinase
OG292	Lysine--tRNA ligase	COG1384	LysS	"Lysyl-tRNA synthetase, class I"	J	K04566	"lysyl-tRNA synthetase, class I"
OG293	2-methylcitrate dehydratase	COG2079	PrpD	2-methylcitrate dehydratase PrpD	G	K01720	2-methylcitrate dehydratase
OG294	Succinate dehydrogenase iron-sulfur subunit	COG0479	SdhB/FrdB	"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit"	C	K00240	succinate dehydrogenase iron-sulfur subunit
OG295	Ribonuclease E	COG1530	CafA	Ribonuclease G or E	J	K08300	ribonuclease E
OG296	2-methylisocitrate lyase	COG2513	PrpB	"2-Methylisocitrate lyase and related enzymes, PEP mutase family"	G	K03417	methylisocitrate lyase
OG297	hypothetical protein	COG0261	RplU	Ribosomal protein L21	J	K02888	large subunit ribosomal protein L21
OG298	ATP synthase gamma chain	COG0224	AtpG	"FoF1-type ATP synthase, gamma subunit"	C	K02115	F-type H+-transporting ATPase subunit gamma
OG299	Beta sliding clamp	COG0592	DnaN	"DNA polymerase III sliding clamp (beta) subunit, PCNA homolog"	L	K02338	DNA polymerase III subunit beta
