genome	Clade1	Clade2	Subclade	Subgroup	Family	Genus	Species	Order	reference	type_strain_Freel_2024	type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source	completeness	contamination	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	N_ARSC	C_ARSC	S_ARSC	GC	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_bac120_crown_node	Family_SAR11_165_crown_node	Subclade_bac120_crown_node	Subclade_SAR11_165_crown_node	Genus_bac120_crown_node	Genus_SAR11_165_crown_node	Family_bac120_crown_support	Family_SAR11_165_crown_support	Subclade_bac120_crown_support	Subclade_SAR11_165_crown_support	Genus_bac120_crown_support	Genus_SAR11_165_crown_support	Family_dual_tree_support	Subclade_dual_tree_support	Genus_dual_tree_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
HIMB1463	I	Ia	Ia.3.II	Ia.3.II	Pelagibacteraceae	Coralipelagibacter	NA	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.85	3.42	0.965	36211	296.56832087015636	1352106	1471	100	114314	0.337403	3.117476	0.032231	28.93	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1564	I	Ia	Ia.3.II	Ia.3.II	Pelagibacteraceae	Coralipelagibacter	NA	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.98	0.01	0.967	1339865	309.49071428571426	1339865	1400	1	1339865	0.340605	3.147237	0.030954	28.48	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1520	I	Ia	Ia.3.II	Ia.3.II	Pelagibacteraceae	Coralipelagibacter	NA	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.95	0	0.966	1324447	307.85971223021585	1324447	1390	1	1324447	0.3382	3.144626	0.031247	28.62	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB5	I	Ia	Ia.3.II	Ia.3.II	Pelagibacteraceae	Coralipelagibacter	heeiaensis	Pelagibacterales	Brandon (2006)	TRUE	isolate	2	21.52735	-157.80912	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	100	0.26	0.963	1343202	301.8848569434752	1343202	1433	1	1343202	0.338641	3.1414	0.031228	28.63	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1321	I	Ia	Ia.3.III	Ia.3.III	Pelagibacteraceae	Litoralipelagibacter	koolauensis	Pelagibacterales	Manoi, JGI/IMG SAR11 Genome Evolution	NA	isolate	2	21.43545	-157.77755	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Manoi, JGI/IMG SAR11 Genome Evolution; coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.9	0.01	0.963	1320749	305.764917325665	1320749	1391	1	1320749	0.335237	3.138928	0.030689	29.03	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1527	I	Ia	Ia.3.III	Ia.3.III	Pelagibacteraceae	Litoralipelagibacter	koolauensis	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.3	0	0.964	736407	310.0674401740392	1326576	1379	2	736407	0.335791	3.143408	0.030371	28.9	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1505	I	Ia	Ia.3.III	Ia.3.III	Pelagibacteraceae	Litoralipelagibacter	koolauensis	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.96	0.07	0.962	1182647	307.43007730147576	1360308	1423	2	1182647	0.336849	3.140172	0.030678	28.92	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1549	I	Ia	Ia.3.III	Ia.3.III	Pelagibacteraceae	Litoralipelagibacter	koolauensis	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.9	0	0.964	1335968	309.4066091954023	1335968	1392	1	1335968	0.33545	3.142439	0.030805	28.85	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB4	I	Ia	Ia.3.III	Ia.3.III	Pelagibacteraceae	Litoralipelagibacter	koolauensis	Pelagibacterales	Brandon M.S. thesis (2006)	TRUE	isolate	2	21.43545	-157.77755	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon M.S. thesis (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.98	0.06	0.96	1382291	304.53397391901166	1382291	1457	1	1382291	0.337304	3.142536	0.030718	28.95	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-G11	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacteraceae	Accedentipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.58	0.21	0.967	80660	301.98534798534797	1275792	1365	42	187271	0.331355	3.113831	0.0336	29.45	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	698	698	698	698	698	698	1	1	1	1	1	1	1	1	1	NA	NA	NA
AG-390-L03	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacteraceae	Accedentipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	93.32	0.11	0.964	180112	303.9218422889044	1352095	1433	19	624772	0.333774	3.117669	0.032652	29.27	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED06	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacteraceae	Accedentipelagibacter	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	85.13	0.03	0.958	85407	290.7645305514158	1218144	1342	41	214441	0.334033	3.126919	0.033229	29.18	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	698	698	698	698	698	698	1	1	1	1	1	1	1	1	1	NA	NA	NA
SAG-MED50	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacteraceae	Accedentipelagibacter	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	86.36	0.05	0.958	67996	292.13860667634253	1257069	1378	54	171707	0.335705	3.120729	0.032851	29.21	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HTCC8051	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacteraceae	Accedentipelagibacter	yaqonii	Pelagibacterales	Stingl et al., (2007)	TRUE	isolate	10	44.651667	-124.17667	0-100m	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	North Pacific Ocean	Stingl et al., (2007); coordinate in table; Longhurst CCAL; inferred waterbody North Pacific Ocean	99.98	0.12	0.963	1395018	307.00205058099795	1395018	1463	1	1395018	0.332643	3.118992	0.032562	29.2	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HTCC9022	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacteraceae	Accedentipelagibacter	NA	Pelagibacterales	JGI/IMG	NA	isolate	NA	NA	NA	NA	NA	NA	NA	marine	Oregon Coast, Northeast Pacific Ocean	White et al. (2019) Supplementary Table 2 lists HTCC9022 origin as Oregon Coast; NCBI BioSample SAMN02440781 lists environment as Marine	99.01	0.1	0.956	805404	307.82307147912246	1360964	1413	10	805404	0.329664	3.107777	0.032005	29.55	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED49	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	89.28	0.03	0.956	105173	294.02125984251967	1167552	1270	38	200588	0.332455	3.119198	0.032821	29.06	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	694	694	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AAA795-A20	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	aumoanae	Pelagibacterales	Luo et al., (2015)	NA	SAG	1	19.75	40.05	0-100m	northern_tropical	REDS	Coastal - Red Sea, Persian Gulf Province	marine	Red Sea	Luo et al., (2015); coordinate in table; Longhurst REDS; inferred waterbody Red Sea	92.2	0.04	0.962	106301	294.1635926222935	1140609	1247	63	164562	0.339999	3.13178	0.03201	29.12	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-333-A04	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	112	-23.46	-88.77	100-200m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	91.3	0.17	0.961	84566	299.89660056657226	1317451	1412	37	172360	0.335727	3.130207	0.033109	29.15	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	557	557	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-447-M10	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	21	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean	88.29	0.12	0.968	103210	301.2224958949097	1134158	1218	33	247329	0.335603	3.123702	0.032293	29.36	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	NA	topology_provisional	topology_provisional	topology_provisional	NA	607	568	607	568	607	568	0.98	0.84	0.98	0.84	0.98	0.84	0.84	0.84	0.84	NA	NA	NA
AH-324-N03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	90.25	0.07	0.963	117509	291.4375	1202212	1328	37	221818	0.338558	3.122164	0.032837	29.57	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-B07	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	15	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	92.18	0.5	0.963	93640	301.6915306915307	1206709	1287	31	213346	0.336845	3.133782	0.032374	29.36	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-324-F03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	97.13	0.01	0.964	118672	302.24326404926865	1217759	1299	29	299162	0.337449	3.141221	0.03187	29.07	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-E17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	15	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	85.22	0.11	0.968	99090	300.8135888501742	1067408	1148	29	232742	0.335232	3.118192	0.032816	29.55	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	583	608	583	608	583	608	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	NA	NA	NA
AH-321-A17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	15	5	-162	0-100m	northern_tropical	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PNEC; inferred waterbody North Pacific Ocean	89.94	0.17	0.967	119919	298.7761194029851	1176597	1273	31	253755	0.335892	3.136492	0.032593	29.25	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	583	605	583	605	583	605	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	NA	NA	NA
AH-324-J07	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	94.47	0.11	0.964	87761	304.97256317689533	1309982	1385	36	170641	0.337553	3.139954	0.031961	28.97	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-349-L17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	5	23.75	-158	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean	90.04	0.03	0.963	90568	305.1293842556508	1216121	1283	25	142309	0.337539	3.133896	0.031956	29.28	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-G03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	58	24	-22	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean	88.97	0.21	0.967	53652	298.32411067193675	1167165	1265	41	173414	0.338765	3.129537	0.0325	29.3	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-L11	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	93.41	0.25	0.969	123596	305.0928626247122	1227411	1303	24	305184	0.334888	3.133152	0.032389	29.17	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	NA	topology_provisional	topology_provisional	topology_provisional	NA	606	565	606	565	606	565	0.98	0.88	0.98	0.88	0.98	0.88	0.88	0.88	0.88	NA	NA	NA
HIMB1456	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.96	0.17	0.965	187405	304.80949057920446	1353489	1433	17	312343	0.336629	3.133051	0.032298	29.19	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-C20	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	57.7	24	-22	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean	95.05	0.04	0.965	130165	305.059291395517	1307971	1383	22	359350	0.336914	3.130302	0.032323	29.33	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-P03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	21	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean	87.21	0.34	0.964	79241	300.41626409017715	1157850	1242	41	161922	0.338288	3.136359	0.032479	29.3	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	NA	topology_provisional	topology_provisional	topology_provisional	NA	560	593	560	593	560	593	0.94	1	0.94	1	0.94	1	0.94	0.94	0.94	NA	NA	NA
AG-917-J06	I	Ia	Ia.3.V	Ia.3.V	Pelagibacteraceae	Xanthinipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	89.89	0.09	0.969	118977	300.940632228219	1205267	1297	29	202769	0.337671	3.128043	0.032569	29.25	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	Dual-tree crown interpolation (provisional)	NA	topology_provisional	topology_provisional	topology_provisional	NA	560	565	560	565	560	565	0.94	0.88	0.94	0.88	0.94	0.88	0.88	0.88	0.88	NA	NA	NA
